 ******************************************
        Entropy-based Gully erosion        
              model - V 0.2                
                                           
        TUB - Institut fur Okologie        
          UFC - PPGEA - Hidrosed           
                                           
            Pedro Alencar, 2020            
                                           
 ******************************************
  
The number of Manning of the channel is....        0.0400
The declivity of the hillslope is..........        0.0760
The critical shear stress is...............        3.5000
The rill erodibility coefficient is........        0.0210
The soil Bulk density is...................     1700.0000
The porosity of the soil is................        0.3580
The depth of the nonerodible layer is......        0.6940
The soil cohesion is.......................      600.0000
The internal friction angle is.............       24.0000
The threshold for wall erosion is..........        0.0000
The number of rainfall events is...........           938
  
  event   discharge(m3)    depth (m)    width (m)     area (m2)    lambda_wall    lambda_bed
    34        0.0003        0.6940        0.4216        0.2926      -98.9795      -98.9795
    35        0.0011        0.6940        0.4216        0.2926      -98.9795      -98.9795
    36        0.0082        0.6940        0.4334        0.3008      -46.9194      -98.9795
    37        0.0059        0.6940        0.4403        0.3055      -98.9795      -98.9795
    38        0.0042        0.6940        0.4439        0.3081      -98.9795      -98.9795
    39        0.0019        0.6940        0.4445        0.3085      -98.9795      -98.9795
    40        0.0026        0.6940        0.4459        0.3094      -98.9795      -98.9795
    41        0.0006        0.6940        0.4459        0.3094      -98.9795      -98.9795
    42        0.0084        0.6940        0.4572        0.3173      -98.9795      -98.9795
    43        0.0062        0.6940        0.4638        0.3219      -98.9795      -98.9795
    44        0.0089        0.6940        0.4753        0.3299      -98.9795      -98.9795
    45        0.0026        0.6940        0.4764        0.3306      -98.9795      -98.9795
    46        0.0011        0.6940        0.4764        0.3306      -98.9795      -98.9795
    47        0.0148        0.6940        0.4986        0.3460      -20.9644      -24.0611
    48        0.0011        0.6940        0.4986        0.3460      -98.9795      -98.9795
    49        0.0011        0.6940        0.4986        0.3460      -98.9795      -98.9795
    50        0.0042        0.6940        0.5014        0.3480      -98.9795      -98.9795
    51        0.0076        0.6940        0.5092        0.3534      -98.9795      -98.9795
    52        0.0016        0.6940        0.5093        0.3534      -98.9795      -98.9795
    53        0.0011        0.6940        0.5093        0.3534      -98.9795      -98.9795
    54        0.0013        0.6940        0.5093        0.3534      -98.9795      -98.9795
    55        0.0049        0.6940        0.5128        0.3559      -98.9795      -98.9795
    56        0.0019        0.6940        0.5131        0.3561      -98.9795      -98.9795
    57        0.0033        0.6940        0.5146        0.3571      -98.9795      -98.9795
    58        0.0062        0.6940        0.5199        0.3608      -98.9795      -98.9795
    59        0.0006        0.6940        0.5199        0.3608      -98.9795      -98.9795
    60        0.0009        0.6940        0.5199        0.3608      -98.9795      -98.9795
    61        0.0023        0.6940        0.5204        0.3612      -98.9795      -98.9795
    62        0.0001        0.6940        0.5204        0.3612      -98.9795      -98.9795
    63        0.0007        0.6940        0.5204        0.3612      -98.9795      -98.9795
    64        0.0011        0.6940        0.5204        0.3612      -98.9795      -98.9795
    65        0.0013        0.6940        0.5204        0.3612      -98.9795      -98.9795
    66        0.0032        0.6940        0.5218        0.3621      -98.9795      -98.9795
    67        0.0016        0.6940        0.5218        0.3622      -98.9795      -98.9795
    68        0.0043        0.6940        0.5244        0.3640      -98.9795      -98.9795
    69        0.0004        0.6940        0.5244        0.3640      -98.9795      -98.9795
    70        0.0001        0.6940        0.5244        0.3640      -98.9795      -98.9795
    71        0.0075        0.6940        0.5314        0.3688      -98.9795      -98.9795
    72        0.0016        0.6940        0.5314        0.3688      -98.9795      -98.9795
    73        0.0006        0.6940        0.5314        0.3688      -98.9795      -98.9795
    74        0.0007        0.6940        0.5314        0.3688      -98.9795      -98.9795
    75        0.0009        0.6940        0.5314        0.3688      -98.9795      -98.9795
    76        0.0059        0.6940        0.5359        0.3719      -98.9795      -98.9795
    77        0.0014        0.6940        0.5359        0.3719      -98.9795      -98.9795
    78        0.0011        0.6940        0.5359        0.3719      -98.9795      -98.9795
    79        0.0049        0.6940        0.5391        0.3741      -98.9795      -98.9795
    80        0.0052        0.6940        0.5425        0.3765      -98.9795      -98.9795
    81        0.0052        0.6940        0.5459        0.3789      -98.9795      -98.9795
    82        0.0064        0.6940        0.5509        0.3823      -98.9795      -98.9795
    83        0.0082        0.6940        0.5582        0.3874      -98.9795      -98.9795
    84        0.0006        0.6940        0.5582        0.3874      -98.9795      -98.9795
    85        0.0027        0.6940        0.5589        0.3879      -98.9795      -98.9795
    86        0.0039        0.6940        0.5606        0.3891      -98.9795      -98.9795
    87        0.0042        0.6940        0.5627        0.3905      -98.9795      -98.9795
    88        0.0017        0.6940        0.5627        0.3905      -98.9795      -98.9795
    89        0.0007        0.6940        0.5627        0.3905      -98.9795      -98.9795
    90        0.0013        0.6940        0.5627        0.3905      -98.9795      -98.9795
    91        0.0006        0.6940        0.5627        0.3905      -98.9795      -98.9795
    92        0.0151        0.6940        0.5809        0.4031      -98.9795      -98.9795
    93        0.0004        0.6940        0.5809        0.4031      -98.9795      -98.9795
    94        0.0001        0.6940        0.5809        0.4031      -98.9795      -98.9795
    95        0.0011        0.6940        0.5809        0.4031      -98.9795      -98.9795
    96        0.0006        0.6940        0.5809        0.4031      -98.9795      -98.9795
    97        0.0005        0.6940        0.5809        0.4031      -98.9795      -98.9795
    98        0.0034        0.6940        0.5820        0.4039      -98.9795      -98.9795
    99        0.0036        0.6940        0.5833        0.4048      -98.9795      -98.9795
   100        0.0007        0.6940        0.5833        0.4048      -98.9795      -98.9795
   101        0.0141        0.6940        0.5988        0.4156      -98.9795      -98.9795
   102        0.0052        0.6940        0.6015        0.4174      -98.9795      -98.9795
   103        0.0031        0.6940        0.6022        0.4180      -98.9795      -98.9795
   104        0.0018        0.6940        0.6022        0.4180      -98.9795      -98.9795
   105        0.0017        0.6940        0.6022        0.4180      -98.9795      -98.9795
   106        0.0001        0.6940        0.6022        0.4180      -98.9795      -98.9795
   107        0.0011        0.6940        0.6022        0.4180      -98.9795      -98.9795
   108        0.0042        0.6940        0.6039        0.4191      -98.9795      -98.9795
   109        0.0008        0.6940        0.6039        0.4191      -98.9795      -98.9795
   110        0.0177        0.6940        0.6243        0.4333      -98.9795      -98.9795
   111        0.0061        0.6940        0.6277        0.4356      -98.9795      -98.9795
   112        0.0206        0.6940        0.6515        0.4522      -98.9795      -98.9795
   113        0.0012        0.6940        0.6515        0.4522      -98.9795      -98.9795
   114        0.0077        0.6940        0.6562        0.4554      -98.9795      -98.9795
   115        0.0019        0.6940        0.6562        0.4554      -98.9795      -98.9795
   116        0.0086        0.6940        0.6617        0.4592      -98.9795      -98.9795
   117        0.0002        0.6940        0.6617        0.4592      -98.9795      -98.9795
   118        0.0016        0.6940        0.6617        0.4592      -98.9795      -98.9795
   119        0.0050        0.6940        0.6636        0.4605      -98.9795      -98.9795
   120        0.0002        0.6940        0.6636        0.4605      -98.9795      -98.9795
   121        0.0005        0.6940        0.6636        0.4605      -98.9795      -98.9795
   122        0.0063        0.6940        0.6666        0.4627      -98.9795      -98.9795
   123        0.0031        0.6940        0.6671        0.4630      -98.9795      -98.9795
   124        0.0042        0.6940        0.6684        0.4638      -98.9795      -98.9795
   125        0.0017        0.6940        0.6684        0.4638      -98.9795      -98.9795
   126        0.0021        0.6940        0.6684        0.4638      -98.9795      -98.9795
   127        0.0033        0.6940        0.6690        0.4643      -98.9795      -98.9795
   128        0.0030        0.6940        0.6694        0.4645      -98.9795      -98.9795
   129        0.0042        0.6940        0.6706        0.4654      -98.9795      -98.9795
   130        0.0052        0.6940        0.6726        0.4668      -98.9795      -98.9795
   131        0.0019        0.6940        0.6726        0.4668      -98.9795      -98.9795
   132        0.0070        0.6940        0.6762        0.4693      -98.9795      -98.9795
   133        0.0014        0.6940        0.6762        0.4693      -98.9795      -98.9795
   134        0.0005        0.6940        0.6762        0.4693      -98.9795      -98.9795
   135        0.0042        0.6940        0.6774        0.4701      -98.9795      -98.9795
   136        0.0027        0.6940        0.6776        0.4702      -98.9795      -98.9795
   137        0.0063        0.6940        0.6805        0.4723      -98.9795      -98.9795
   138        0.0008        0.6940        0.6805        0.4723      -98.9795      -98.9795
   139        0.0018        0.6940        0.6805        0.4723      -98.9795      -98.9795
   140        0.0023        0.6940        0.6805        0.4723      -98.9795      -98.9795
   141        0.0001        0.6940        0.6805        0.4723      -98.9795      -98.9795
   142        0.0014        0.6940        0.6805        0.4723      -98.9795      -98.9795
   143        0.0113        0.6940        0.6887        0.4779      -98.9795      -98.9795
   144        0.0204        0.6940        0.7088        0.4919      -98.9795      -98.9795
   145        0.0009        0.6940        0.7088        0.4919      -98.9795      -98.9795
   146        0.0009        0.6940        0.7088        0.4919      -98.9795      -98.9795
   147        0.0006        0.6940        0.7088        0.4919      -98.9795      -98.9795
   148        0.0009        0.6940        0.7088        0.4919      -98.9795      -98.9795
   149        0.0003        0.6940        0.7088        0.4919      -98.9795      -98.9795
   150        0.0002        0.6940        0.7088        0.4919      -98.9795      -98.9795
   151        0.0015        0.6940        0.7088        0.4919      -98.9795      -98.9795
   152        0.0001        0.6940        0.7088        0.4919      -98.9795      -98.9795
   153        0.0001        0.6940        0.7088        0.4919      -98.9795      -98.9795
   154        0.0050        0.6940        0.7104        0.4930      -98.9795      -98.9795
   155        0.0108        0.6940        0.7173        0.4978      -98.9795      -98.9795
   156        0.0017        0.6940        0.7173        0.4978      -98.9795      -98.9795
   157        0.0213        0.6940        0.7373        0.5117      -98.9795      -98.9795
   158        0.0192        0.6940        0.7536        0.5230      -98.9795      -98.9795
   159        0.0127        0.6940        0.7616        0.5286      -98.9795      -98.9795
   160        0.0014        0.6940        0.7616        0.5286      -98.9795      -98.9795
   161        0.0037        0.6940        0.7621        0.5289      -98.9795      -98.9795
   162        0.0011        0.6940        0.7621        0.5289      -98.9795      -98.9795
   163        0.0139        0.6940        0.7713        0.5353      -98.9795      -98.9795
   164        0.0039        0.6940        0.7718        0.5357      -98.9795      -98.9795
   165        0.0063        0.6940        0.7739        0.5371      -98.9795      -98.9795
   166        0.0039        0.6940        0.7744        0.5374      -98.9795      -98.9795
   167        0.0003        0.6940        0.7744        0.5374      -98.9795      -98.9795
   168        0.0081        0.6940        0.7778        0.5398      -98.9795      -98.9795
   169        0.0001        0.6940        0.7778        0.5398      -98.9795      -98.9795
   170        0.0076        0.6940        0.7808        0.5419      -98.9795      -98.9795
   171        0.0086        0.6940        0.7845        0.5445      -98.9795      -98.9795
   172        0.0027        0.6940        0.7845        0.5445      -98.9795      -98.9795
   173        0.0153        0.6940        0.7946        0.5515      -98.9795      -98.9795
   174        0.0006        0.6940        0.7946        0.5515      -98.9795      -98.9795
   175        0.0003        0.6940        0.7946        0.5515      -98.9795      -98.9795
   176        0.0026        0.6940        0.7946        0.5515      -98.9795      -98.9795
   177        0.0012        0.6940        0.7946        0.5515      -98.9795      -98.9795
   178        0.0006        0.6940        0.7946        0.5515      -98.9795      -98.9795
   179        0.0002        0.6940        0.7946        0.5515      -98.9795      -98.9795
   180        0.0011        0.6940        0.7946        0.5515      -98.9795      -98.9795
   181        0.0015        0.6940        0.7946        0.5515      -98.9795      -98.9795
   182        0.0018        0.6940        0.7946        0.5515      -98.9795      -98.9795
   183        0.0009        0.6940        0.7946        0.5515      -98.9795      -98.9795
   184        0.0013        0.6940        0.7946        0.5515      -98.9795      -98.9795
   185        0.0012        0.6940        0.7946        0.5515      -98.9795      -98.9795
   186        0.0077        0.6940        0.7975        0.5535      -98.9795      -98.9795
   187        0.0020        0.6940        0.7975        0.5535      -98.9795      -98.9795
   188        0.0005        0.6940        0.7975        0.5535      -98.9795      -98.9795
   189        0.0003        0.6940        0.7975        0.5535      -98.9795      -98.9795
   190        0.0005        0.6940        0.7975        0.5535      -98.9795      -98.9795
   191        0.0192        0.6940        0.8116        0.5632      -98.9795      -98.9795
   192        0.0008        0.6940        0.8116        0.5632      -98.9795      -98.9795
   193        0.0001        0.6940        0.8116        0.5632      -98.9795      -98.9795
   194        0.0023        0.6940        0.8116        0.5632      -98.9795      -98.9795
   195        0.0009        0.6940        0.8116        0.5632      -98.9795      -98.9795
   196        0.0236        0.6940        0.8303        0.5762      -98.9795      -98.9795
   197        0.0047        0.6940        0.8311        0.5768      -98.9795      -98.9795
   198        0.0058        0.6940        0.8324        0.5777      -98.9795      -98.9795
   199        0.0023        0.6940        0.8324        0.5777      -98.9795      -98.9795
   200        0.0017        0.6940        0.8324        0.5777      -98.9795      -98.9795
   201        0.0017        0.6940        0.8324        0.5777      -98.9795      -98.9795
   202        0.0006        0.6940        0.8324        0.5777      -98.9795      -98.9795
   203        0.0029        0.6940        0.8324        0.5777      -98.9795      -98.9795
   204        0.0001        0.6940        0.8324        0.5777      -98.9795      -98.9795
   205        0.0148        0.6940        0.8409        0.5836      -98.9795      -98.9795
   206        0.0086        0.6940        0.8440        0.5858      -98.9795      -98.9795
   207        0.0007        0.6940        0.8440        0.5858      -98.9795      -98.9795
   208        0.0011        0.6940        0.8440        0.5858      -98.9795      -98.9795
   209        0.0022        0.6940        0.8440        0.5858      -98.9795      -98.9795
   210        0.0017        0.6940        0.8440        0.5858      -98.9795      -98.9795
   211        0.0112        0.6940        0.8491        0.5893      -98.9795      -98.9795
   212        0.0001        0.6940        0.8491        0.5893      -98.9795      -98.9795
   213        0.0073        0.6940        0.8513        0.5908      -98.9795      -98.9795
   214        0.0015        0.6940        0.8513        0.5908      -98.9795      -98.9795
   215        0.0002        0.6940        0.8513        0.5908      -98.9795      -98.9795
   216        0.0079        0.6940        0.8538        0.5925      -98.9795      -98.9795
   217        0.0025        0.6940        0.8538        0.5925      -98.9795      -98.9795
   218        0.0008        0.6940        0.8538        0.5925      -98.9795      -98.9795
   219        0.0002        0.6940        0.8538        0.5925      -98.9795      -98.9795
   220        0.0002        0.6940        0.8538        0.5925      -98.9795      -98.9795
   221        0.0028        0.6940        0.8538        0.5925      -98.9795      -98.9795
   222        0.0025        0.6940        0.8538        0.5925      -98.9795      -98.9795
   223        0.0021        0.6940        0.8538        0.5925      -98.9795      -98.9795
   224        0.0029        0.6940        0.8538        0.5925      -98.9795      -98.9795
   225        0.0019        0.6940        0.8538        0.5925      -98.9795      -98.9795
   226        0.0003        0.6940        0.8538        0.5925      -98.9795      -98.9795
   227        0.0144        0.6940        0.8615        0.5979      -98.9795      -98.9795
   228        0.0017        0.6940        0.8615        0.5979      -98.9795      -98.9795
   229        0.0006        0.6940        0.8615        0.5979      -98.9795      -98.9795
   230        0.0047        0.6940        0.8621        0.5983      -98.9795      -98.9795
   231        0.0020        0.6940        0.8621        0.5983      -98.9795      -98.9795
   232        0.0164        0.6940        0.8715        0.6048      -98.9795      -98.9795
   233        0.0020        0.6940        0.8715        0.6048      -98.9795      -98.9795
   234        0.0002        0.6940        0.8715        0.6048      -98.9795      -98.9795
   235        0.0010        0.6940        0.8715        0.6048      -98.9795      -98.9795
   236        0.0003        0.6940        0.8715        0.6048      -98.9795      -98.9795
   237        0.0007        0.6940        0.8715        0.6048      -98.9795      -98.9795
   238        0.0001        0.6940        0.8715        0.6048      -98.9795      -98.9795
   239        0.0197        0.6940        0.8839        0.6134      -98.9795      -98.9795
   240        0.0038        0.6940        0.8841        0.6135      -98.9795      -98.9795
   241        0.0019        0.6940        0.8841        0.6135      -98.9795      -98.9795
   242        0.0077        0.6940        0.8862        0.6150      -98.9795      -98.9795
   243        0.0010        0.6940        0.8862        0.6150      -98.9795      -98.9795
   244        0.0007        0.6940        0.8862        0.6150      -98.9795      -98.9795
   245        0.0005        0.6940        0.8862        0.6150      -98.9795      -98.9795
   246        0.0034        0.6940        0.8863        0.6151      -98.9795      -98.9795
   247        0.0056        0.6940        0.8872        0.6157      -98.9795      -98.9795
   248        0.0011        0.6940        0.8872        0.6157      -98.9795      -98.9795
   249        0.0034        0.6940        0.8873        0.6158      -98.9795      -98.9795
   250        0.0004        0.6940        0.8873        0.6158      -98.9795      -98.9795
   251        0.0005        0.6940        0.8873        0.6158      -98.9795      -98.9795
   252        0.0035        0.6940        0.8874        0.6158      -98.9795      -98.9795
   253        0.0001        0.6940        0.8874        0.6158      -98.9795      -98.9795
   254        0.0028        0.6940        0.8874        0.6158      -98.9795      -98.9795
   255        0.0024        0.6940        0.8874        0.6158      -98.9795      -98.9795
   256        0.0262        0.6940        0.9060        0.6288      -98.9795      -98.9795
   257        0.0211        0.6940        0.9188        0.6377      -98.9795      -98.9795
   258        0.0157        0.6940        0.9265        0.6430      -98.9795      -98.9795
   259        0.0026        0.6940        0.9265        0.6430      -98.9795      -98.9795
   260        0.0030        0.6940        0.9265        0.6430      -98.9795      -98.9795
   261        0.0012        0.6940        0.9265        0.6430      -98.9795      -98.9795
   262        0.0015        0.6940        0.9265        0.6430      -98.9795      -98.9795
   263        0.0047        0.6940        0.9269        0.6433      -98.9795      -98.9795
   264        0.0004        0.6940        0.9269        0.6433      -98.9795      -98.9795
   265        0.0017        0.6940        0.9269        0.6433      -98.9795      -98.9795
   266        0.0002        0.6940        0.9269        0.6433      -98.9795      -98.9795
   267        0.0041        0.6940        0.9271        0.6434      -98.9795      -98.9795
   268        0.0023        0.6940        0.9271        0.6434      -98.9795      -98.9795
   269        0.0022        0.6940        0.9271        0.6434      -98.9795      -98.9795
   270        0.0078        0.6940        0.9290        0.6448      -98.9795      -98.9795
   271        0.0010        0.6940        0.9290        0.6448      -98.9795      -98.9795
   272        0.0016        0.6940        0.9290        0.6448      -98.9795      -98.9795
   273        0.0069        0.6940        0.9305        0.6457      -98.9795      -98.9795
   274        0.0043        0.6940        0.9307        0.6459      -98.9795      -98.9795
   275        0.0092        0.6940        0.9335        0.6478      -98.9795      -98.9795
   276        0.0041        0.6940        0.9337        0.6480      -98.9795      -98.9795
   277        0.0008        0.6940        0.9337        0.6480      -98.9795      -98.9795
   278        0.0006        0.6940        0.9337        0.6480      -98.9795      -98.9795
   279        0.0011        0.6940        0.9337        0.6480      -98.9795      -98.9795
   280        0.0026        0.6940        0.9337        0.6480      -98.9795      -98.9795
   281        0.0078        0.6940        0.9356        0.6493      -98.9795      -98.9795
   282        0.0020        0.6940        0.9356        0.6493      -98.9795      -98.9795
   283        0.0180        0.6940        0.9448        0.6557      -98.9795      -98.9795
   284        0.0092        0.6940        0.9475        0.6575      -98.9795      -98.9795
   285        0.0002        0.6940        0.9475        0.6575      -98.9795      -98.9795
   286        0.0006        0.6940        0.9475        0.6575      -98.9795      -98.9795
   287        0.0001        0.6940        0.9475        0.6575      -98.9795      -98.9795
   288        0.0310        0.6940        0.9689        0.6724      -98.9795      -98.9795
   289        0.0041        0.6940        0.9690        0.6725      -98.9795      -98.9795
   290        0.0002        0.6940        0.9690        0.6725      -98.9795      -98.9795
   291        0.0057        0.6940        0.9697        0.6730      -98.9795      -98.9795
   292        0.0072        0.6940        0.9711        0.6739      -98.9795      -98.9795
   293        0.0001        0.6940        0.9711        0.6739      -98.9795      -98.9795
   294        0.0063        0.6940        0.9720        0.6746      -98.9795      -98.9795
   295        0.0026        0.6940        0.9720        0.6746      -98.9795      -98.9795
   296        0.0007        0.6940        0.9720        0.6746      -98.9795      -98.9795
   297        0.0019        0.6940        0.9720        0.6746      -98.9795      -98.9795
   298        0.0001        0.6940        0.9720        0.6746      -98.9795      -98.9795
   299        0.0003        0.6940        0.9720        0.6746      -98.9795      -98.9795
   300        0.0129        0.6940        0.9768        0.6779      -98.9795      -98.9795
   301        0.0042        0.6940        0.9769        0.6780      -98.9795      -98.9795
   302        0.0022        0.6940        0.9769        0.6780      -98.9795      -98.9795
   303        0.0108        0.6940        0.9803        0.6803      -98.9795      -98.9795
   304        0.0026        0.6940        0.9803        0.6803      -98.9795      -98.9795
   305        0.0055        0.6940        0.9808        0.6807      -98.9795      -98.9795
   306        0.0008        0.6940        0.9808        0.6807      -98.9795      -98.9795
   307        0.0004        0.6940        0.9808        0.6807      -98.9795      -98.9795
   308        0.0035        0.6940        0.9808        0.6807      -98.9795      -98.9795
   309        0.0033        0.6940        0.9808        0.6807      -98.9795      -98.9795
   310        0.0038        0.6940        0.9809        0.6807      -98.9795      -98.9795
   311        0.0031        0.6940        0.9809        0.6807      -98.9795      -98.9795
   312        0.0011        0.6940        0.9809        0.6807      -98.9795      -98.9795
   313        0.0004        0.6940        0.9809        0.6807      -98.9795      -98.9795
   314        0.0063        0.6940        0.9818        0.6814      -98.9795      -98.9795
   315        0.0096        0.6940        0.9844        0.6831      -98.9795      -98.9795
   316        0.0014        0.6940        0.9844        0.6831      -98.9795      -98.9795
   317        0.0003        0.6940        0.9844        0.6831      -98.9795      -98.9795
   318        0.0002        0.6940        0.9844        0.6831      -98.9795      -98.9795
   319        0.0007        0.6940        0.9844        0.6831      -98.9795      -98.9795
   320        0.0058        0.6940        0.9851        0.6836      -98.9795      -98.9795
   321        0.0010        0.6940        0.9851        0.6836      -98.9795      -98.9795
   322        0.0019        0.6940        0.9851        0.6836      -98.9795      -98.9795
   323        0.0008        0.6940        0.9851        0.6836      -98.9795      -98.9795
   324        0.0005        0.6940        0.9851        0.6836      -98.9795      -98.9795
   325        0.0037        0.6940        0.9851        0.6836      -98.9795      -98.9795
   326        0.0054        0.6940        0.9856        0.6840      -98.9795      -98.9795
   327        0.0010        0.6940        0.9856        0.6840      -98.9795      -98.9795
   328        0.0004        0.6940        0.9856        0.6840      -98.9795      -98.9795
   329        0.0148        0.6940        0.9915        0.6881      -98.9795      -98.9795
   330        0.0008        0.6940        0.9915        0.6881      -98.9795      -98.9795
   331        0.0008        0.6940        0.9915        0.6881      -98.9795      -98.9795
   332        0.0013        0.6940        0.9915        0.6881      -98.9795      -98.9795
   333        0.0013        0.6940        0.9915        0.6881      -98.9795      -98.9795
   334        0.0003        0.6940        0.9915        0.6881      -98.9795      -98.9795
   335        0.0040        0.6940        0.9916        0.6881      -98.9795      -98.9795
   336        0.0108        0.6940        0.9948        0.6904      -98.9795      -98.9795
   337        0.0102        0.6940        0.9976        0.6923      -98.9795      -98.9795
   338        0.0001        0.6940        0.9976        0.6923      -98.9795      -98.9795
   339        0.0039        0.6940        0.9976        0.6923      -98.9795      -98.9795
   340        0.0127        0.6940        1.0020        0.6954      -98.9795      -98.9795
   341        0.0062        0.6940        1.0028        0.6959      -98.9795      -98.9795
   342        0.0126        0.6940        1.0070        0.6989      -98.9795      -98.9795
   343        0.0048        0.6940        1.0073        0.6990      -98.9795      -98.9795
   344        0.0024        0.6940        1.0073        0.6990      -98.9795      -98.9795
   345        0.0020        0.6940        1.0073        0.6990      -98.9795      -98.9795
   346        0.0068        0.6940        1.0083        0.6998      -98.9795      -98.9795
   347        0.0070        0.6940        1.0094        0.7005      -98.9795      -98.9795
   348        0.0015        0.6940        1.0094        0.7005      -98.9795      -98.9795
   349        0.0120        0.6940        1.0132        0.7032      -98.9795      -98.9795
   350        0.0065        0.6940        1.0141        0.7038      -98.9795      -98.9795
   351        0.0011        0.6940        1.0141        0.7038      -98.9795      -98.9795
   352        0.0022        0.6940        1.0141        0.7038      -98.9795      -98.9795
   353        0.0003        0.6940        1.0141        0.7038      -98.9795      -98.9795
   354        0.0005        0.6940        1.0141        0.7038      -98.9795      -98.9795
   355        0.0016        0.6940        1.0141        0.7038      -98.9795      -98.9795
   356        0.0023        0.6940        1.0141        0.7038      -98.9795      -98.9795
   357        0.0042        0.6940        1.0141        0.7038      -98.9795      -98.9795
   358        0.0134        0.6940        1.0188        0.7070      -98.9795      -98.9795
   359        0.0029        0.6940        1.0188        0.7070      -98.9795      -98.9795
   360        0.0027        0.6940        1.0188        0.7070      -98.9795      -98.9795
   361        0.0002        0.6940        1.0188        0.7070      -98.9795      -98.9795
   362        0.0081        0.6940        1.0203        0.7081      -98.9795      -98.9795
   363        0.0142        0.6940        1.0254        0.7116      -98.9795      -98.9795
   364        0.0039        0.6940        1.0254        0.7116      -98.9795      -98.9795
   365        0.0016        0.6940        1.0254        0.7116      -98.9795      -98.9795
   366        0.0007        0.6940        1.0254        0.7116      -98.9795      -98.9795
   367        0.0004        0.6940        1.0254        0.7116      -98.9795      -98.9795
   368        0.0004        0.6940        1.0254        0.7116      -98.9795      -98.9795
   369        0.0011        0.6940        1.0254        0.7116      -98.9795      -98.9795
   370        0.0011        0.6940        1.0254        0.7116      -98.9795      -98.9795
   371        0.0003        0.6940        1.0254        0.7116      -98.9795      -98.9795
   372        0.0108        0.6940        1.0284        0.7137      -98.9795      -98.9795
   373        0.0008        0.6940        1.0284        0.7137      -98.9795      -98.9795
   374        0.0014        0.6940        1.0284        0.7137      -98.9795      -98.9795
   375        0.0042        0.6940        1.0284        0.7137      -98.9795      -98.9795
   376        0.0008        0.6940        1.0284        0.7137      -98.9795      -98.9795
   377        0.0014        0.6940        1.0284        0.7137      -98.9795      -98.9795
   378        0.0024        0.6940        1.0284        0.7137      -98.9795      -98.9795
   379        0.0108        0.6940        1.0313        0.7157      -98.9795      -98.9795
   380        0.0020        0.6940        1.0313        0.7157      -98.9795      -98.9795
   381        0.0019        0.6940        1.0313        0.7157      -98.9795      -98.9795
