 ******************************************
        Entropy-based Gully erosion        
              model - V 0.2                
                                           
        TUB - Institut fur Okologie        
          UFC - PPGEA - Hidrosed           
                                           
            Pedro Alencar, 2020            
                                           
 ******************************************
  
The number of Manning of the channel is....        0.0400
The declivity of the hillslope is..........        0.0400
The critical shear stress is...............        3.5000
The rill erodibility coefficient is........        0.0210
The soil Bulk density is...................     1700.0000
The porosity of the soil is................        0.3580
The depth of the nonerodible layer is......        0.6540
The soil cohesion is.......................      600.0000
The internal friction angle is.............       24.0000
The threshold for wall erosion is..........        0.0000
The number of rainfall events is...........           947
  
  event   discharge(m3)    depth (m)    width (m)     area (m2)    lambda_wall    lambda_bed
    61        0.0009        0.6540        0.4531        0.2963      -98.9795      -98.9795
    62        0.0024        0.6540        0.4533        0.2964      -98.9795      -98.9795
    63        0.0001        0.6540        0.4533        0.2964      -98.9795      -98.9795
    64        0.0008        0.6540        0.4533        0.2964      -98.9795      -98.9795
    65        0.0011        0.6540        0.4533        0.2964      -98.9795      -98.9795
    66        0.0014        0.6540        0.4533        0.2964      -98.9795      -98.9795
    67        0.0033        0.6540        0.4543        0.2971      -98.9795      -98.9795
    68        0.0016        0.6540        0.4543        0.2971      -98.9795      -98.9795
    69        0.0045        0.6540        0.4566        0.2986      -98.9795      -98.9795
    70        0.0004        0.6540        0.4566        0.2986      -98.9795      -98.9795
    71        0.0001        0.6540        0.4566        0.2986      -98.9795      -98.9795
    72        0.0001        0.6540        0.4566        0.2986      -98.9795      -98.9795
    73        0.0077        0.6540        0.4629        0.3028      -38.4183      -69.1088
    74        0.0017        0.6540        0.4629        0.3028      -98.9795      -98.9795
    75        0.0006        0.6540        0.4629        0.3028      -98.9795      -98.9795
    76        0.0007        0.6540        0.4629        0.3028      -98.9795      -98.9795
    77        0.0010        0.6540        0.4629        0.3028      -98.9795      -98.9795
    78        0.0061        0.6540        0.4671        0.3055      -98.9795      -98.9795
    79        0.0014        0.6540        0.4671        0.3055      -98.9795      -98.9795
    80        0.0012        0.6540        0.4671        0.3055      -98.9795      -98.9795
    81        0.0051        0.6540        0.4699        0.3073      -98.9795      -98.9795
    82        0.0054        0.6540        0.4730        0.3094      -98.9795      -98.9795
    83        0.0054        0.6540        0.4761        0.3114      -98.9795      -98.9795
    84        0.0066        0.6540        0.4806        0.3143      -98.9795      -98.9795
    85        0.0085        0.6540        0.4875        0.3188      -45.2436      -98.9795
    86        0.0006        0.6540        0.4875        0.3188      -98.9795      -98.9795
    87        0.0028        0.6540        0.4878        0.3191      -98.9795      -98.9795
    88        0.0040        0.6540        0.4892        0.3200      -98.9795      -98.9795
    89        0.0044        0.6540        0.4910        0.3211      -98.9795      -98.9795
    90        0.0017        0.6540        0.4910        0.3211      -98.9795      -98.9795
    91        0.0007        0.6540        0.4910        0.3211      -98.9795      -98.9795
    92        0.0013        0.6540        0.4910        0.3211      -98.9795      -98.9795
    93        0.0007        0.6540        0.4910        0.3211      -98.9795      -98.9795
    94        0.0156        0.6540        0.5072        0.3317      -13.5390      -13.2121
    95        0.0004        0.6540        0.5072        0.3317      -98.9795      -98.9795
    96        0.0001        0.6540        0.5072        0.3317      -98.9795      -98.9795
    97        0.0011        0.6540        0.5072        0.3317      -98.9795      -98.9795
    98        0.0006        0.6540        0.5072        0.3317      -98.9795      -98.9795
    99        0.0005        0.6540        0.5072        0.3317      -98.9795      -98.9795
   100        0.0035        0.6540        0.5080        0.3322      -98.9795      -98.9795
   101        0.0037        0.6540        0.5089        0.3328      -98.9795      -98.9795
   102        0.0007        0.6540        0.5089        0.3328      -98.9795      -98.9795
   103        0.0146        0.6540        0.5231        0.3421      -16.7065      -17.4932
   104        0.0054        0.6540        0.5254        0.3436      -98.9795      -98.9795
   105        0.0032        0.6540        0.5259        0.3439      -98.9795      -98.9795
   106        0.0018        0.6540        0.5259        0.3439      -98.9795      -98.9795
   107        0.0018        0.6540        0.5259        0.3439      -98.9795      -98.9795
   108        0.0001        0.6540        0.5259        0.3439      -98.9795      -98.9795
   109        0.0012        0.6540        0.5259        0.3439      -98.9795      -98.9795
   110        0.0044        0.6540        0.5272        0.3448      -98.9795      -98.9795
   111        0.0008        0.6540        0.5272        0.3448      -98.9795      -98.9795
   112        0.0183        0.6540        0.5457        0.3569      -14.0200      -13.8347
   113        0.0063        0.6540        0.5487        0.3589      -98.9795      -98.9795
   114        0.0212        0.6540        0.5702        0.3729      -13.3851      -13.0147
   115        0.0012        0.6540        0.5702        0.3729      -98.9795      -98.9795
   116        0.0079        0.6540        0.5744        0.3757      -98.9795      -98.9795
   117        0.0020        0.6540        0.5744        0.3757      -98.9795      -98.9795
   118        0.0088        0.6540        0.5796        0.3790      -98.9795      -98.9795
   119        0.0002        0.6540        0.5796        0.3790      -98.9795      -98.9795
   120        0.0001        0.6540        0.5796        0.3790      -98.9795      -98.9795
   121        0.0017        0.6540        0.5796        0.3790      -98.9795      -98.9795
   122        0.0052        0.6540        0.5811        0.3801      -98.9795      -98.9795
   123        0.0002        0.6540        0.5811        0.3801      -98.9795      -98.9795
   124        0.0005        0.6540        0.5811        0.3801      -98.9795      -98.9795
   125        0.0065        0.6540        0.5838        0.3818      -98.9795      -98.9795
   126        0.0032        0.6540        0.5839        0.3819      -98.9795      -98.9795
   127        0.0044        0.6540        0.5849        0.3825      -98.9795      -98.9795
   128        0.0018        0.6540        0.5849        0.3825      -98.9795      -98.9795
   129        0.0022        0.6540        0.5849        0.3825      -98.9795      -98.9795
   130        0.0034        0.6540        0.5851        0.3827      -98.9795      -98.9795
   131        0.0031        0.6540        0.5852        0.3827      -98.9795      -98.9795
   132        0.0044        0.6540        0.5861        0.3833      -98.9795      -98.9795
   133        0.0054        0.6540        0.5877        0.3844      -98.9795      -98.9795
   134        0.0020        0.6540        0.5877        0.3844      -98.9795      -98.9795
   135        0.0072        0.6540        0.5910        0.3865      -98.9795      -98.9795
   136        0.0015        0.6540        0.5910        0.3865      -98.9795      -98.9795
   137        0.0005        0.6540        0.5910        0.3865      -98.9795      -98.9795
   138        0.0044        0.6540        0.5919        0.3871      -98.9795      -98.9795
   139        0.0028        0.6540        0.5919        0.3871      -98.9795      -98.9795
   140        0.0065        0.6540        0.5944        0.3888      -98.9795      -98.9795
   141        0.0008        0.6540        0.5944        0.3888      -98.9795      -98.9795
   142        0.0018        0.6540        0.5944        0.3888      -98.9795      -98.9795
   143        0.0023        0.6540        0.5944        0.3888      -98.9795      -98.9795
   144        0.0001        0.6540        0.5944        0.3888      -98.9795      -98.9795
   145        0.0015        0.6540        0.5944        0.3888      -98.9795      -98.9795
   146        0.0117        0.6540        0.6024        0.3940      -98.9795      -98.9795
   147        0.0211        0.6540        0.6213        0.4063      -19.0822      -21.0272
   148        0.0009        0.6540        0.6213        0.4063      -98.9795      -98.9795
   149        0.0009        0.6540        0.6213        0.4063      -98.9795      -98.9795
   150        0.0006        0.6540        0.6213        0.4063      -98.9795      -98.9795
   151        0.0009        0.6540        0.6213        0.4063      -98.9795      -98.9795
   152        0.0004        0.6540        0.6213        0.4063      -98.9795      -98.9795
   153        0.0002        0.6540        0.6213        0.4063      -98.9795      -98.9795
   154        0.0015        0.6540        0.6213        0.4063      -98.9795      -98.9795
   155        0.0001        0.6540        0.6213        0.4063      -98.9795      -98.9795
   156        0.0001        0.6540        0.6213        0.4063      -98.9795      -98.9795
   157        0.0052        0.6540        0.6225        0.4071      -98.9795      -98.9795
   158        0.0112        0.6540        0.6292        0.4115      -98.9795      -98.9795
   159        0.0018        0.6540        0.6292        0.4115      -98.9795      -98.9795
   160        0.0219        0.6540        0.6480        0.4238      -22.2607      -26.2861
   161        0.0198        0.6540        0.6636        0.4340      -36.8452      -63.1237
   162        0.0131        0.6540        0.6714        0.4391      -98.9795      -98.9795
   163        0.0014        0.6540        0.6714        0.4391      -98.9795      -98.9795
   164        0.0038        0.6540        0.6715        0.4391      -98.9795      -98.9795
   165        0.0011        0.6540        0.6715        0.4391      -98.9795      -98.9795
   166        0.0143        0.6540        0.6803        0.4449      -98.9795      -98.9795
   167        0.0040        0.6540        0.6805        0.4450      -98.9795      -98.9795
   168        0.0065        0.6540        0.6821        0.4461      -98.9795      -98.9795
   169        0.0040        0.6540        0.6823        0.4462      -98.9795      -98.9795
   170        0.0003        0.6540        0.6823        0.4462      -98.9795      -98.9795
   171        0.0084        0.6540        0.6853        0.4482      -98.9795      -98.9795
   172        0.0001        0.6540        0.6853        0.4482      -98.9795      -98.9795
   173        0.0079        0.6540        0.6880        0.4499      -98.9795      -98.9795
   174        0.0088        0.6540        0.6913        0.4521      -98.9795      -98.9795
   175        0.0028        0.6540        0.6913        0.4521      -98.9795      -98.9795
   176        0.0158        0.6540        0.7011        0.4585      -98.9795      -98.9795
   177        0.0007        0.6540        0.7011        0.4585      -98.9795      -98.9795
   178        0.0003        0.6540        0.7011        0.4585      -98.9795      -98.9795
   179        0.0027        0.6540        0.7011        0.4585      -98.9795      -98.9795
   180        0.0012        0.6540        0.7011        0.4585      -98.9795      -98.9795
   181        0.0007        0.6540        0.7011        0.4585      -98.9795      -98.9795
   182        0.0002        0.6540        0.7011        0.4585      -98.9795      -98.9795
   183        0.0011        0.6540        0.7011        0.4585      -98.9795      -98.9795
   184        0.0015        0.6540        0.7011        0.4585      -98.9795      -98.9795
   185        0.0019        0.6540        0.7011        0.4585      -98.9795      -98.9795
   186        0.0009        0.6540        0.7011        0.4585      -98.9795      -98.9795
   187        0.0014        0.6540        0.7011        0.4585      -98.9795      -98.9795
   188        0.0013        0.6540        0.7011        0.4585      -98.9795      -98.9795
   189        0.0079        0.6540        0.7036        0.4602      -98.9795      -98.9795
   190        0.0021        0.6540        0.7036        0.4602      -98.9795      -98.9795
   191        0.0005        0.6540        0.7036        0.4602      -98.9795      -98.9795
   192        0.0004        0.6540        0.7036        0.4602      -98.9795      -98.9795
   193        0.0005        0.6540        0.7036        0.4602      -98.9795      -98.9795
   194        0.0198        0.6540        0.7174        0.4692      -98.9795      -98.9795
   195        0.0009        0.6540        0.7174        0.4692      -98.9795      -98.9795
   196        0.0001        0.6540        0.7174        0.4692      -98.9795      -98.9795
   197        0.0024        0.6540        0.7174        0.4692      -98.9795      -98.9795
   198        0.0009        0.6540        0.7174        0.4692      -98.9795      -98.9795
   199        0.0244        0.6540        0.7356        0.4811      -48.3065      -98.9795
   200        0.0048        0.6540        0.7360        0.4813      -98.9795      -98.9795
   201        0.0060        0.6540        0.7369        0.4819      -98.9795      -98.9795
   202        0.0023        0.6540        0.7369        0.4819      -98.9795      -98.9795
   203        0.0018        0.6540        0.7369        0.4819      -98.9795      -98.9795
   204        0.0018        0.6540        0.7369        0.4819      -98.9795      -98.9795
   205        0.0006        0.6540        0.7369        0.4819      -98.9795      -98.9795
   206        0.0030        0.6540        0.7369        0.4819      -98.9795      -98.9795
   207        0.0001        0.6540        0.7369        0.4819      -98.9795      -98.9795
   208        0.0153        0.6540        0.7451        0.4873      -98.9795      -98.9795
   209        0.0089        0.6540        0.7478        0.4891      -98.9795      -98.9795
   210        0.0007        0.6540        0.7478        0.4891      -98.9795      -98.9795
   211        0.0011        0.6540        0.7478        0.4891      -98.9795      -98.9795
   212        0.0022        0.6540        0.7478        0.4891      -98.9795      -98.9795
   213        0.0018        0.6540        0.7478        0.4891      -98.9795      -98.9795
   214        0.0116        0.6540        0.7526        0.4922      -98.9795      -98.9795
   215        0.0001        0.6540        0.7526        0.4922      -98.9795      -98.9795
   216        0.0075        0.6540        0.7543        0.4933      -98.9795      -98.9795
   217        0.0016        0.6540        0.7543        0.4933      -98.9795      -98.9795
   218        0.0002        0.6540        0.7543        0.4933      -98.9795      -98.9795
   219        0.0001        0.6540        0.7543        0.4933      -98.9795      -98.9795
   220        0.0081        0.6540        0.7564        0.4947      -98.9795      -98.9795
   221        0.0026        0.6540        0.7564        0.4947      -98.9795      -98.9795
   222        0.0008        0.6540        0.7564        0.4947      -98.9795      -98.9795
   223        0.0003        0.6540        0.7564        0.4947      -98.9795      -98.9795
   224        0.0002        0.6540        0.7564        0.4947      -98.9795      -98.9795
   225        0.0028        0.6540        0.7564        0.4947      -98.9795      -98.9795
   226        0.0026        0.6540        0.7564        0.4947      -98.9795      -98.9795
   227        0.0022        0.6540        0.7564        0.4947      -98.9795      -98.9795
   228        0.0030        0.6540        0.7564        0.4947      -98.9795      -98.9795
   229        0.0019        0.6540        0.7564        0.4947      -98.9795      -98.9795
   230        0.0003        0.6540        0.7564        0.4947      -98.9795      -98.9795
   231        0.0149        0.6540        0.7638        0.4995      -98.9795      -98.9795
   232        0.0018        0.6540        0.7638        0.4995      -98.9795      -98.9795
   233        0.0007        0.6540        0.7638        0.4995      -98.9795      -98.9795
   234        0.0049        0.6540        0.7640        0.4997      -98.9795      -98.9795
   235        0.0020        0.6540        0.7640        0.4997      -98.9795      -98.9795
   236        0.0169        0.6540        0.7731        0.5056      -98.9795      -98.9795
   237        0.0021        0.6540        0.7731        0.5056      -98.9795      -98.9795
   238        0.0003        0.6540        0.7731        0.5056      -98.9795      -98.9795
   239        0.0010        0.6540        0.7731        0.5056      -98.9795      -98.9795
   240        0.0004        0.6540        0.7731        0.5056      -98.9795      -98.9795
   241        0.0008        0.6540        0.7731        0.5056      -98.9795      -98.9795
   242        0.0001        0.6540        0.7731        0.5056      -98.9795      -98.9795
   243        0.0204        0.6540        0.7852        0.5135      -98.9795      -98.9795
   244        0.0039        0.6540        0.7852        0.5135      -98.9795      -98.9795
   245        0.0020        0.6540        0.7852        0.5135      -98.9795      -98.9795
   246        0.0080        0.6540        0.7870        0.5147      -98.9795      -98.9795
   247        0.0010        0.6540        0.7870        0.5147      -98.9795      -98.9795
   248        0.0007        0.6540        0.7870        0.5147      -98.9795      -98.9795
   249        0.0005        0.6540        0.7870        0.5147      -98.9795      -98.9795
   250        0.0035        0.6540        0.7870        0.5147      -98.9795      -98.9795
   251        0.0057        0.6540        0.7875        0.5150      -98.9795      -98.9795
   252        0.0011        0.6540        0.7875        0.5150      -98.9795      -98.9795
   253        0.0035        0.6540        0.7875        0.5150      -98.9795      -98.9795
   254        0.0004        0.6540        0.7875        0.5150      -98.9795      -98.9795
   255        0.0005        0.6540        0.7875        0.5150      -98.9795      -98.9795
   256        0.0036        0.6540        0.7875        0.5150      -98.9795      -98.9795
   257        0.0001        0.6540        0.7875        0.5150      -98.9795      -98.9795
   258        0.0029        0.6540        0.7875        0.5150      -98.9795      -98.9795
   259        0.0024        0.6540        0.7875        0.5150      -98.9795      -98.9795
   260        0.0270        0.6540        0.8058        0.5270      -98.9795      -98.9795
   261        0.0217        0.6540        0.8182        0.5351      -98.9795      -98.9795
   262        0.0162        0.6540        0.8255        0.5399      -98.9795      -98.9795
   263        0.0027        0.6540        0.8255        0.5399      -98.9795      -98.9795
   264        0.0031        0.6540        0.8255        0.5399      -98.9795      -98.9795
   265        0.0012        0.6540        0.8255        0.5399      -98.9795      -98.9795
   266        0.0015        0.6540        0.8255        0.5399      -98.9795      -98.9795
   267        0.0049        0.6540        0.8255        0.5399      -98.9795      -98.9795
   268        0.0004        0.6540        0.8255        0.5399      -98.9795      -98.9795
   269        0.0018        0.6540        0.8255        0.5399      -98.9795      -98.9795
   270        0.0002        0.6540        0.8255        0.5399      -98.9795      -98.9795
   271        0.0042        0.6540        0.8255        0.5399      -98.9795      -98.9795
   272        0.0024        0.6540        0.8255        0.5399      -98.9795      -98.9795
   273        0.0023        0.6540        0.8255        0.5399      -98.9795      -98.9795
   274        0.0081        0.6540        0.8271        0.5409      -98.9795      -98.9795
   275        0.0010        0.6540        0.8271        0.5409      -98.9795      -98.9795
   276        0.0017        0.6540        0.8271        0.5409      -98.9795      -98.9795
   277        0.0071        0.6540        0.8281        0.5416      -98.9795      -98.9795
   278        0.0044        0.6540        0.8281        0.5416      -98.9795      -98.9795
   279        0.0095        0.6540        0.8304        0.5431      -98.9795      -98.9795
   280        0.0042        0.6540        0.8304        0.5431      -98.9795      -98.9795
   281        0.0009        0.6540        0.8304        0.5431      -98.9795      -98.9795
   282        0.0006        0.6540        0.8304        0.5431      -98.9795      -98.9795
   283        0.0011        0.6540        0.8304        0.5431      -98.9795      -98.9795
   284        0.0027        0.6540        0.8304        0.5431      -98.9795      -98.9795
   285        0.0081        0.6540        0.8319        0.5441      -98.9795      -98.9795
   286        0.0021        0.6540        0.8319        0.5441      -98.9795      -98.9795
   287        0.0185        0.6540        0.8408        0.5499      -98.9795      -98.9795
   288        0.0095        0.6540        0.8430        0.5513      -98.9795      -98.9795
   289        0.0002        0.6540        0.8430        0.5513      -98.9795      -98.9795
   290        0.0006        0.6540        0.8430        0.5513      -98.9795      -98.9795
   291        0.0001        0.6540        0.8430        0.5513      -98.9795      -98.9795
   292        0.0001        0.6540        0.8430        0.5513      -98.9795      -98.9795
   293        0.0320        0.6540        0.8641        0.5651      -98.9795      -98.9795
   294        0.0042        0.6540        0.8641        0.5651      -98.9795      -98.9795
   295        0.0002        0.6540        0.8641        0.5651      -98.9795      -98.9795
   296        0.0059        0.6540        0.8644        0.5653      -98.9795      -98.9795
   297        0.0075        0.6540        0.8654        0.5660      -98.9795      -98.9795
   298        0.0001        0.6540        0.8654        0.5660      -98.9795      -98.9795
   299        0.0001        0.6540        0.8654        0.5660      -98.9795      -98.9795
   300        0.0065        0.6540        0.8659        0.5663      -98.9795      -98.9795
   301        0.0027        0.6540        0.8659        0.5663      -98.9795      -98.9795
   302        0.0008        0.6540        0.8659        0.5663      -98.9795      -98.9795
   303        0.0020        0.6540        0.8659        0.5663      -98.9795      -98.9795
   304        0.0001        0.6540        0.8659        0.5663      -98.9795      -98.9795
   305        0.0003        0.6540        0.8659        0.5663      -98.9795      -98.9795
   306        0.0133        0.6540        0.8702        0.5691      -98.9795      -98.9795
   307        0.0043        0.6540        0.8702        0.5691      -98.9795      -98.9795
   308        0.0023        0.6540        0.8702        0.5691      -98.9795      -98.9795
   309        0.0111        0.6540        0.8731        0.5710      -98.9795      -98.9795
   310        0.0027        0.6540        0.8731        0.5710      -98.9795      -98.9795
   311        0.0057        0.6540        0.8733        0.5712      -98.9795      -98.9795
   312        0.0008        0.6540        0.8733        0.5712      -98.9795      -98.9795
   313        0.0004        0.6540        0.8733        0.5712      -98.9795      -98.9795
   314        0.0036        0.6540        0.8733        0.5712      -98.9795      -98.9795
   315        0.0034        0.6540        0.8733        0.5712      -98.9795      -98.9795
   316        0.0039        0.6540        0.8733        0.5712      -98.9795      -98.9795
   317        0.0032        0.6540        0.8733        0.5712      -98.9795      -98.9795
   318        0.0012        0.6540        0.8733        0.5712      -98.9795      -98.9795
   319        0.0005        0.6540        0.8733        0.5712      -98.9795      -98.9795
   320        0.0065        0.6540        0.8738        0.5715      -98.9795      -98.9795
   321        0.0099        0.6540        0.8760        0.5729      -98.9795      -98.9795
   322        0.0015        0.6540        0.8760        0.5729      -98.9795      -98.9795
   323        0.0004        0.6540        0.8760        0.5729      -98.9795      -98.9795
   324        0.0002        0.6540        0.8760        0.5729      -98.9795      -98.9795
   325        0.0007        0.6540        0.8760        0.5729      -98.9795      -98.9795
   326        0.0060        0.6540        0.8763        0.5731      -98.9795      -98.9795
   327        0.0010        0.6540        0.8763        0.5731      -98.9795      -98.9795
   328        0.0020        0.6540        0.8763        0.5731      -98.9795      -98.9795
   329        0.0008        0.6540        0.8763        0.5731      -98.9795      -98.9795
   330        0.0006        0.6540        0.8763        0.5731      -98.9795      -98.9795
   331        0.0038        0.6540        0.8763        0.5731      -98.9795      -98.9795
   332        0.0055        0.6540        0.8764        0.5732      -98.9795      -98.9795
   333        0.0011        0.6540        0.8764        0.5732      -98.9795      -98.9795
   334        0.0004        0.6540        0.8764        0.5732      -98.9795      -98.9795
   335        0.0153        0.6540        0.8820        0.5768      -98.9795      -98.9795
   336        0.0008        0.6540        0.8820        0.5768      -98.9795      -98.9795
   337        0.0008        0.6540        0.8820        0.5768      -98.9795      -98.9795
   338        0.0013        0.6540        0.8820        0.5768      -98.9795      -98.9795
   339        0.0013        0.6540        0.8820        0.5768      -98.9795      -98.9795
   340        0.0003        0.6540        0.8820        0.5768      -98.9795      -98.9795
   341        0.0041        0.6540        0.8820        0.5768      -98.9795      -98.9795
   342        0.0112        0.6540        0.8848        0.5787      -98.9795      -98.9795
   343        0.0105        0.6540        0.8872        0.5802      -98.9795      -98.9795
   344        0.0001        0.6540        0.8872        0.5802      -98.9795      -98.9795
   345        0.0040        0.6540        0.8872        0.5802      -98.9795      -98.9795
   346        0.0132        0.6540        0.8912        0.5829      -98.9795      -98.9795
   347        0.0064        0.6540        0.8916        0.5831      -98.9795      -98.9795
   348        0.0130        0.6540        0.8954        0.5856      -98.9795      -98.9795
   349        0.0049        0.6540        0.8954        0.5856      -98.9795      -98.9795
   350        0.0025        0.6540        0.8954        0.5856      -98.9795      -98.9795
   351        0.0020        0.6540        0.8954        0.5856      -98.9795      -98.9795
   352        0.0070        0.6540        0.8961        0.5860      -98.9795      -98.9795
   353        0.0073        0.6540        0.8968        0.5865      -98.9795      -98.9795
   354        0.0015        0.6540        0.8968        0.5865      -98.9795      -98.9795
   355        0.0124        0.6540        0.9002        0.5887      -98.9795      -98.9795
   356        0.0068        0.6540        0.9007        0.5891      -98.9795      -98.9795
   357        0.0011        0.6540        0.9007        0.5891      -98.9795      -98.9795
   358        0.0022        0.6540        0.9007        0.5891      -98.9795      -98.9795
   359        0.0003        0.6540        0.9007        0.5891      -98.9795      -98.9795
   360        0.0005        0.6540        0.9007        0.5891      -98.9795      -98.9795
   361        0.0017        0.6540        0.9007        0.5891      -98.9795      -98.9795
   362        0.0023        0.6540        0.9007        0.5891      -98.9795      -98.9795
   363        0.0044        0.6540        0.9007        0.5891      -98.9795      -98.9795
   364        0.0138        0.6540        0.9049        0.5918      -98.9795      -98.9795
   365        0.0030        0.6540        0.9049        0.5918      -98.9795      -98.9795
   366        0.0028        0.6540        0.9049        0.5918      -98.9795      -98.9795
   367        0.0001        0.6540        0.9049        0.5918      -98.9795      -98.9795
   368        0.0002        0.6540        0.9049        0.5918      -98.9795      -98.9795
   369        0.0084        0.6540        0.9061        0.5926      -98.9795      -98.9795
   370        0.0147        0.6540        0.9109        0.5957      -98.9795      -98.9795
   371        0.0040        0.6540        0.9109        0.5957      -98.9795      -98.9795
   372        0.0017        0.6540        0.9109        0.5957      -98.9795      -98.9795
   373        0.0007        0.6540        0.9109        0.5957      -98.9795      -98.9795
   374        0.0004        0.6540        0.9109        0.5957      -98.9795      -98.9795
   375        0.0004        0.6540        0.9109        0.5957      -98.9795      -98.9795
   376        0.0012        0.6540        0.9109        0.5957      -98.9795      -98.9795
   377        0.0011        0.6540        0.9109        0.5957      -98.9795      -98.9795
   378        0.0003        0.6540        0.9109        0.5957      -98.9795      -98.9795
   379        0.0111        0.6540        0.9134        0.5974      -98.9795      -98.9795
   380        0.0009        0.6540        0.9134        0.5974      -98.9795      -98.9795
   381        0.0014        0.6540        0.9134        0.5974      -98.9795      -98.9795
