0.0016	30
0.0152	30
0.0192	30
0.0028	30
0.0152	30
0.0017	30
0.0004	30
0.0002	30
0.0017	30
0.012	30
0.0029	30
0.0241	30
0.0004	30
0.0008	30
0.0049	30
0.0253	30
0.0074	30
0.005	30
0.0237	30
0.0126	30
0.0058	30
0.0237	30
0.0042	30
0.0021	30
0.0103	30
0.0035	30
0.0245	30
0.031	30
0.0211	30
0.0011	30
0.0043	30
0.0015	30
0.0021	30
0.0008	30
0.0028	30
0.0211	30
0.0152	30
0.0108	30
0.0049	30
0.0066	30
0.0015	30
0.0215	30
0.016	30
0.0228	30
0.0066	30
0.0028	30
0.038	30
0.0028	30
0.0028	30
0.0108	30
0.0195	30
0.0001	30
0.0042	30
0.0028	30
0.0034	30
0.0126	30
0.005	30
0.0084	30
0.016	30
0.0015	30
0.0023	30
0.006	30
0.0004	30
0.0019	30
0.0028	30
0.0034	30
0.0083	30
0.004	30
0.0111	30
0.001	30
0.0001	30
0.0002	30
0.0192	30
0.0041	30
0.0015	30
0.0017	30
0.0024	30
0.0152	30
0.0035	30
0.0029	30
0.0126	30
0.0134	30
0.0134	30
0.0164	30
0.0211	30
0.0015	30
0.0069	30
0.01	30
0.0108	30
0.0043	30
0.0018	30
0.0032	30
0.0016	30
0.0387	30
0.001	30
0.0002	30
0.0028	30
0.0015	30
0.0001	30
0.0001	30
0.0012	30
0.0087	30
0.0091	30
0.0018	30
0.0363	30
0.0134	30
0.0079	30
0.0045	30
0.0044	30
0.0001	30
0.0029	30
0.0108	30
0.002	30
0.0454	30
0.0157	30
0.0528	30
0.0031	30
0.0197	30
0.005	30
0.022	30
0.0005	30
0.0001	30
0.0042	30
0.0128	30
0.0005	30
0.0001	30
0.0012	30
0.0163	30
0.0079	30
0.0108	30
0.0045	30
0.0055	30
0.0084	30
0.0077	30
0.0108	30
0.0134	30
0.005	30
0.018	30
0.0037	30
0.0012	30
0.0108	30
0.0069	30
0.0163	30
0.002	30
0.0045	30
0.0058	30
0.0001	30
0.0037	30
0.029	30
0.0525	30
0.0023	30
0.0022	30
0.0016	30
0.0022	30
0.0009	30
0.0006	30
0.0038	30
0.0003	30
0.0003	30
0.0128	30
0.0278	30
0.0044	30
0.0546	30
0.0492	30
0.0326	30
0.0001	30
0.0035	30
0.0095	30
0.0028	30
0.0357	30
0.01	30
0.0162	30
0.01	30
0.0007	30
0.0001	30
0.0208	30
0.0002	30
0.0196	30
0.022	30
0.0069	30
0.0393	30
0.0016	30
0.0009	30
0.0066	30
0.003	30
0.0016	30
0.0006	30
0.0001	30
0.0027	30
0.0038	30
0.0046	30
0.0023	30
0.0034	30
0.0032	30
0.0197	30
0.0052	30
0.0012	30
0.0009	30
0.0012	30
0.0492	30
0.0021	30
0.0003	30
0.0059	30
0.0023	30
0.0606	30
0.0121	30
0.015	30
0.0058	30
0.0044	30
0.0044	30
0.0016	30
0.0074	30
0.0002	30
0.0381	30
0.0221	30
0.0018	30
0.0027	30
0.0056	30
0.0044	30
0.0288	30
0.0002	30
0.0187	30
0.0039	30
0.0005	30
0.0001	30
0.0202	30
0.0064	30
0.002	30
0.0006	30
0.0001	30
0.0005	30
0.0071	30
0.0064	30
0.0055	30
0.0075	30
0.0048	30
0.0007	30
0.0371	30
0.0044	30
0.0016	30
0.0121	30
0.0051	30
0.042	30
0.0052	30
