0.000065	62.0
0.000030	108.0
0.000005	152.0
0.000089	9.0
0.000080	80.0
0.000005	168.0
0.000058	455.0
0.000005	154.0
0.000001	561.0
0.000004	223.0
0.000083	125.0
0.000041	351.0
0.000024	34.0
0.000752	314.0
0.000005	174.0
0.000867	1320.0
0.003288	91.0
0.000524	235.0
0.000145	624.0
0.000157	429.0
0.000310	1395.0
0.000059	1432.0
0.000003	908.0
0.000177	713.0
0.002798	863.0
0.000018	45.0
0.000003	248.0
0.000001	800.0
0.000009	271.0
0.000006	1113.0
0.000006	1075.0
0.000001	756.0
0.000010	576.0
0.000017	430.0
0.001110	31.0
0.000005	300.0
0.000021	38.0
0.000107	658.0
0.001369	666.0
0.003341	273.0
0.000346	1234.0
0.001609	346.0
0.000937	594.0
0.000788	543.0
0.000924	349.0
0.004035	474.0
0.000722	953.0
0.002079	331.0
0.000056	431.0
0.002917	167.0
0.000002	361.0
0.000387	318.0
0.000002	449.0
0.000456	349.0
0.009385	857.0
0.000003	259.0
0.000005	760.0
0.003916	247.0
0.003054	225.0
0.003722	46.0
0.000135	857.0
0.000627	185.0
0.000197	919.0
0.003477	52.0
0.002608	400.0
0.000657	1038.0
0.000712	957.0
0.010740	287.0
0.007627	238.0
0.000489	36.0
0.000034	865.0
0.002659	358.0
0.000126	786.0
0.002222	396.0
0.000312	41.0
0.001536	75.0
0.000337	830.0
0.000988	793.0
0.000278	1210.0
0.000020	865.0
0.000018	357.0
0.000024	100.0
0.000212	389.0
0.000002	401.0
0.017073	252.0
0.000403	689.0
0.000948	448.0
0.001153	674.0
0.000045	719.0
0.000099	322.0
0.017856	25.0
0.002308	139.0
0.014996	94.0
0.001688	932.0
0.010783	568.0
0.000129	453.0
0.000049	278.0
0.000001	818.0
0.000044	18.0
0.002032	222.0
0.000025	96.0
0.000940	80.0
0.000180	417.0
0.003892	325.0
0.003325	83.0
0.002760	925.0
0.000001	1010.0
0.000001	1072.0
0.000022	288.0
0.000007	601.0
0.000196	49.0
0.000011	144.0
0.000010	562.0
0.000060	67.0
0.002621	250.0
0.001661	923.0
0.000342	250.0
0.000028	669.0
0.000063	382.0
0.001500	272.0
0.002808	155.0
0.000914	441.0
0.001753	230.0
0.000401	323.0
0.001198	400.0
0.000031	77.0
0.004425	111.0
0.001323	75.0
0.001313	535.0
0.007412	113.0
0.000661	608.0
0.005350	202.0
0.000211	611.0
0.002221	58.0
0.000509	1907.0
0.012343	35.0
0.002444	218.0
0.000023	353.0
0.000010	750.0
0.000021	341.0
0.003405	164.0
0.011146	133.0
0.001296	959.0
0.000041	196.0
0.000545	808.0
0.013333	33.0
0.000674	413.0
0.002421	115.0
0.001766	284.0
0.002646	808.0
0.000342	506.0
0.000602	391.0
0.001694	442.0
0.001534	301.0
0.000089	298.0
0.000407	364.0
0.002953	249.0
0.000510	486.0
0.003165	346.0
0.004659	375.0
0.002870	482.0
0.001052	425.0
0.006278	190.0
0.000661	427.0
0.002882	98.0
0.000497	572.0
0.000628	452.0
0.000750	335.0
0.000004	1228.0
0.000564	957.0
0.003435	235.0
0.000917	432.0
0.012547	76.0
0.000158	212.0
0.001575	292.0
0.000188	242.0
0.001329	239.0
