 ******************************************
        Entropy-based Gully erosion        
              model - V 0.2                
                                           
        TUB - Institut fur Okologie        
          UFC - PPGEA - Hidrosed           
                                           
            Pedro Alencar, 2020            
                                           
 ******************************************
  
The number of Manning of the channel is....        0.0400
The declivity of the hillslope is..........        0.0670
The critical shear stress is...............        3.5000
The rill erodibility coefficient is........        0.0080
The soil Bulk density is...................     1700.0000
The porosity of the soil is................        0.3410
The depth of the nonerodible layer is......        0.2880
The soil cohesion is.......................      600.0000
The internal friction angle is.............       24.0000
The threshold for wall erosion is..........        0.0000
The number of rainfall events is...........           875
  
  event   discharge(m3)    depth (m)    width (m)     area (m2)    lambda_wall    lambda_bed
    40        0.0016        0.2880        0.1967        0.0567      -14.5227      -14.4951
    41        0.0023        0.2880        0.2014        0.0580      -10.6389       -9.6111
    42        0.0007        0.2880        0.2019        0.0581      -98.9795      -98.9795
    43        0.0003        0.2880        0.2019        0.0581      -98.9795      -98.9795
    44        0.0039        0.2880        0.2125        0.0612       -8.5571       -6.9715
    45        0.0003        0.2880        0.2125        0.0612      -98.9795      -98.9795
    46        0.0003        0.2880        0.2125        0.0612      -98.9795      -98.9795
    47        0.0011        0.2880        0.2137        0.0615      -98.9795      -98.9795
    48        0.0020        0.2880        0.2170        0.0625      -15.1664      -15.3564
    49        0.0004        0.2880        0.2170        0.0625      -98.9795      -98.9795
    50        0.0003        0.2880        0.2170        0.0625      -98.9795      -98.9795
    51        0.0003        0.2880        0.2170        0.0625      -98.9795      -98.9795
    52        0.0013        0.2880        0.2185        0.0629      -48.5533      -98.9795
    53        0.0005        0.2880        0.2185        0.0629      -98.9795      -98.9795
    54        0.0009        0.2880        0.2192        0.0631      -98.9795      -98.9795
    55        0.0016        0.2880        0.2214        0.0638      -25.7230      -32.8564
    56        0.0002        0.2880        0.2214        0.0638      -98.9795      -98.9795
    57        0.0002        0.2880        0.2214        0.0638      -98.9795      -98.9795
    58        0.0006        0.2880        0.2215        0.0638      -98.9795      -98.9795
    59        0.0002        0.2880        0.2215        0.0638      -98.9795      -98.9795
    60        0.0003        0.2880        0.2215        0.0638      -98.9795      -98.9795
    61        0.0003        0.2880        0.2215        0.0638      -98.9795      -98.9795
    62        0.0008        0.2880        0.2219        0.0639      -98.9795      -98.9795
    63        0.0004        0.2880        0.2219        0.0639      -98.9795      -98.9795
    64        0.0011        0.2880        0.2230        0.0642      -98.9795      -98.9795
    65        0.0001        0.2880        0.2230        0.0642      -98.9795      -98.9795
    66        0.0020        0.2880        0.2261        0.0651      -17.9408      -19.2908
    67        0.0004        0.2880        0.2261        0.0651      -98.9795      -98.9795
    68        0.0001        0.2880        0.2261        0.0651      -98.9795      -98.9795
    69        0.0002        0.2880        0.2261        0.0651      -98.9795      -98.9795
    70        0.0002        0.2880        0.2261        0.0651      -98.9795      -98.9795
    71        0.0016        0.2880        0.2282        0.0657      -32.6542      -49.6209
    72        0.0004        0.2880        0.2282        0.0657      -98.9795      -98.9795
    73        0.0003        0.2880        0.2282        0.0657      -98.9795      -98.9795
    74        0.0013        0.2880        0.2296        0.0661      -98.9795      -98.9795
    75        0.0014        0.2880        0.2312        0.0666      -79.9142      -98.9795
    76        0.0014        0.2880        0.2328        0.0670      -95.0278      -98.9795
    77        0.0017        0.2880        0.2350        0.0677      -34.6536      -55.6665
    78        0.0022        0.2880        0.2384        0.0686      -19.3874      -21.5044
    79        0.0002        0.2880        0.2384        0.0686      -98.9795      -98.9795
    80        0.0007        0.2880        0.2385        0.0687      -98.9795      -98.9795
    81        0.0010        0.2880        0.2392        0.0689      -98.9795      -98.9795
    82        0.0011        0.2880        0.2400        0.0691      -98.9795      -98.9795
    83        0.0004        0.2880        0.2400        0.0691      -98.9795      -98.9795
    84        0.0002        0.2880        0.2400        0.0691      -98.9795      -98.9795
    85        0.0003        0.2880        0.2400        0.0691      -98.9795      -98.9795
    86        0.0002        0.2880        0.2400        0.0691      -98.9795      -98.9795
    87        0.0040        0.2880        0.2481        0.0715      -10.4713       -9.4079
    88        0.0001        0.2880        0.2481        0.0715      -98.9795      -98.9795
    89        0.0003        0.2880        0.2481        0.0715      -98.9795      -98.9795
    90        0.0002        0.2880        0.2481        0.0715      -98.9795      -98.9795
    91        0.0001        0.2880        0.2481        0.0715      -98.9795      -98.9795
    92        0.0009        0.2880        0.2485        0.0716      -98.9795      -98.9795
    93        0.0009        0.2880        0.2489        0.0717      -98.9795      -98.9795
    94        0.0002        0.2880        0.2489        0.0717      -98.9795      -98.9795
    95        0.0037        0.2880        0.2555        0.0736      -12.0488      -11.3346
    96        0.0014        0.2880        0.2568        0.0740      -98.9795      -98.9795
    97        0.0008        0.2880        0.2570        0.0740      -98.9795      -98.9795
    98        0.0005        0.2880        0.2570        0.0740      -98.9795      -98.9795
    99        0.0005        0.2880        0.2570        0.0740      -98.9795      -98.9795
   100        0.0003        0.2880        0.2570        0.0740      -98.9795      -98.9795
   101        0.0011        0.2880        0.2577        0.0742      -98.9795      -98.9795
   102        0.0002        0.2880        0.2577        0.0742      -98.9795      -98.9795
   103        0.0046        0.2880        0.2665        0.0768      -10.8501       -9.8674
   104        0.0016        0.2880        0.2680        0.0772      -98.9795      -98.9795
   105        0.0054        0.2880        0.2786        0.0802      -10.4268       -9.3540
   106        0.0003        0.2880        0.2786        0.0802      -98.9795      -98.9795
   107        0.0020        0.2880        0.2807        0.0808      -98.9795      -98.9795
   108        0.0005        0.2880        0.2807        0.0808      -98.9795      -98.9795
   109        0.0022        0.2880        0.2832        0.0816      -98.9795      -98.9795
   110        0.0001        0.2880        0.2832        0.0816      -98.9795      -98.9795
   111        0.0004        0.2880        0.2832        0.0816      -98.9795      -98.9795
   112        0.0013        0.2880        0.2840        0.0818      -98.9795      -98.9795
   113        0.0001        0.2880        0.2840        0.0818      -98.9795      -98.9795
   114        0.0001        0.2880        0.2840        0.0818      -98.9795      -98.9795
   115        0.0017        0.2880        0.2854        0.0822      -98.9795      -98.9795
   116        0.0008        0.2880        0.2855        0.0822      -98.9795      -98.9795
   117        0.0011        0.2880        0.2859        0.0823      -98.9795      -98.9795
   118        0.0005        0.2880        0.2859        0.0823      -98.9795      -98.9795
   119        0.0006        0.2880        0.2859        0.0823      -98.9795      -98.9795
   120        0.0009        0.2880        0.2861        0.0824      -98.9795      -98.9795
   121        0.0008        0.2880        0.2862        0.0824      -98.9795      -98.9795
   122        0.0011        0.2880        0.2866        0.0825      -98.9795      -98.9795
   123        0.0014        0.2880        0.2875        0.0828      -98.9795      -98.9795
   124        0.0005        0.2880        0.2875        0.0828      -98.9795      -98.9795
   125        0.0018        0.2880        0.2891        0.0833      -98.9795      -98.9795
   126        0.0004        0.2880        0.2891        0.0833      -98.9795      -98.9795
   127        0.0001        0.2880        0.2891        0.0833      -98.9795      -98.9795
   128        0.0011        0.2880        0.2895        0.0834      -98.9795      -98.9795
   129        0.0007        0.2880        0.2895        0.0834      -98.9795      -98.9795
   130        0.0017        0.2880        0.2909        0.0838      -98.9795      -98.9795
   131        0.0002        0.2880        0.2909        0.0838      -98.9795      -98.9795
   132        0.0005        0.2880        0.2909        0.0838      -98.9795      -98.9795
   133        0.0006        0.2880        0.2909        0.0838      -98.9795      -98.9795
   134        0.0004        0.2880        0.2909        0.0838      -98.9795      -98.9795
   135        0.0030        0.2880        0.2948        0.0849      -38.1591      -68.0823
   136        0.0054        0.2880        0.3038        0.0875      -12.9451      -12.4551
   137        0.0002        0.2880        0.3038        0.0875      -98.9795      -98.9795
   138        0.0002        0.2880        0.3038        0.0875      -98.9795      -98.9795
   139        0.0002        0.2880        0.3038        0.0875      -98.9795      -98.9795
   140        0.0002        0.2880        0.3038        0.0875      -98.9795      -98.9795
   141        0.0001        0.2880        0.3038        0.0875      -98.9795      -98.9795
   142        0.0001        0.2880        0.3038        0.0875      -98.9795      -98.9795
   143        0.0004        0.2880        0.3038        0.0875      -98.9795      -98.9795
   144        0.0013        0.2880        0.3044        0.0877      -98.9795      -98.9795
   145        0.0028        0.2880        0.3077        0.0886      -98.9795      -98.9795
   146        0.0005        0.2880        0.3077        0.0886      -98.9795      -98.9795
   147        0.0056        0.2880        0.3166        0.0912      -14.1140      -13.9575
   148        0.0050        0.2880        0.3240        0.0933      -18.5139      -20.1535
   149        0.0033        0.2880        0.3278        0.0944      -98.9795      -98.9795
   150        0.0004        0.2880        0.3278        0.0944      -98.9795      -98.9795
   151        0.0010        0.2880        0.3279        0.0944      -98.9795      -98.9795
   152        0.0003        0.2880        0.3279        0.0944      -98.9795      -98.9795
   153        0.0036        0.2880        0.3323        0.0957      -84.3303      -98.9795
   154        0.0010        0.2880        0.3323        0.0957      -98.9795      -98.9795
   155        0.0017        0.2880        0.3333        0.0960      -98.9795      -98.9795
   156        0.0010        0.2880        0.3333        0.0960      -98.9795      -98.9795
   157        0.0001        0.2880        0.3333        0.0960      -98.9795      -98.9795
   158        0.0021        0.2880        0.3349        0.0964      -98.9795      -98.9795
   159        0.0020        0.2880        0.3362        0.0968      -98.9795      -98.9795
   160        0.0022        0.2880        0.3378        0.0973      -98.9795      -98.9795
   161        0.0007        0.2880        0.3378        0.0973      -98.9795      -98.9795
   162        0.0040        0.2880        0.3427        0.0987      -68.3115      -98.9795
   163        0.0002        0.2880        0.3427        0.0987      -98.9795      -98.9795
   164        0.0001        0.2880        0.3427        0.0987      -98.9795      -98.9795
   165        0.0007        0.2880        0.3427        0.0987      -98.9795      -98.9795
   166        0.0003        0.2880        0.3427        0.0987      -98.9795      -98.9795
   167        0.0002        0.2880        0.3427        0.0987      -98.9795      -98.9795
   168        0.0001        0.2880        0.3427        0.0987      -98.9795      -98.9795
   169        0.0003        0.2880        0.3427        0.0987      -98.9795      -98.9795
   170        0.0004        0.2880        0.3427        0.0987      -98.9795      -98.9795
   171        0.0005        0.2880        0.3427        0.0987      -98.9795      -98.9795
   172        0.0002        0.2880        0.3427        0.0987      -98.9795      -98.9795
   173        0.0004        0.2880        0.3427        0.0987      -98.9795      -98.9795
   174        0.0003        0.2880        0.3427        0.0987      -98.9795      -98.9795
   175        0.0020        0.2880        0.3439        0.0990      -98.9795      -98.9795
   176        0.0005        0.2880        0.3439        0.0990      -98.9795      -98.9795
   177        0.0001        0.2880        0.3439        0.0990      -98.9795      -98.9795
   178        0.0001        0.2880        0.3439        0.0990      -98.9795      -98.9795
   179        0.0001        0.2880        0.3439        0.0990      -98.9795      -98.9795
   180        0.0050        0.2880        0.3505        0.1009      -30.5595      -43.9392
   181        0.0002        0.2880        0.3505        0.1009      -98.9795      -98.9795
   182        0.0006        0.2880        0.3505        0.1009      -98.9795      -98.9795
   183        0.0002        0.2880        0.3505        0.1009      -98.9795      -98.9795
   184        0.0062        0.2880        0.3592        0.1034      -20.4942      -23.2823
   185        0.0012        0.2880        0.3594        0.1035      -98.9795      -98.9795
   186        0.0015        0.2880        0.3598        0.1036      -98.9795      -98.9795
   187        0.0006        0.2880        0.3598        0.1036      -98.9795      -98.9795
   188        0.0004        0.2880        0.3598        0.1036      -98.9795      -98.9795
   189        0.0005        0.2880        0.3598        0.1036      -98.9795      -98.9795
   190        0.0002        0.2880        0.3598        0.1036      -98.9795      -98.9795
   191        0.0008        0.2880        0.3598        0.1036      -98.9795      -98.9795
   192        0.0039        0.2880        0.3640        0.1048      -98.9795      -98.9795
   193        0.0023        0.2880        0.3654        0.1052      -98.9795      -98.9795
   194        0.0002        0.2880        0.3654        0.1052      -98.9795      -98.9795
   195        0.0003        0.2880        0.3654        0.1052      -98.9795      -98.9795
   196        0.0006        0.2880        0.3654        0.1052      -98.9795      -98.9795
   197        0.0005        0.2880        0.3654        0.1052      -98.9795      -98.9795
   198        0.0029        0.2880        0.3678        0.1059      -98.9795      -98.9795
   199        0.0019        0.2880        0.3686        0.1062      -98.9795      -98.9795
   200        0.0004        0.2880        0.3686        0.1062      -98.9795      -98.9795
   201        0.0001        0.2880        0.3686        0.1062      -98.9795      -98.9795
   202        0.0021        0.2880        0.3698        0.1065      -98.9795      -98.9795
   203        0.0007        0.2880        0.3698        0.1065      -98.9795      -98.9795
   204        0.0002        0.2880        0.3698        0.1065      -98.9795      -98.9795
   205        0.0001        0.2880        0.3698        0.1065      -98.9795      -98.9795
   206        0.0007        0.2880        0.3698        0.1065      -98.9795      -98.9795
   207        0.0007        0.2880        0.3698        0.1065      -98.9795      -98.9795
   208        0.0006        0.2880        0.3698        0.1065      -98.9795      -98.9795
   209        0.0008        0.2880        0.3698        0.1065      -98.9795      -98.9795
   210        0.0005        0.2880        0.3698        0.1065      -98.9795      -98.9795
   211        0.0001        0.2880        0.3698        0.1065      -98.9795      -98.9795
   212        0.0038        0.2880        0.3735        0.1076      -98.9795      -98.9795
   213        0.0005        0.2880        0.3735        0.1076      -98.9795      -98.9795
   214        0.0002        0.2880        0.3735        0.1076      -98.9795      -98.9795
   215        0.0012        0.2880        0.3736        0.1076      -98.9795      -98.9795
   216        0.0005        0.2880        0.3736        0.1076      -98.9795      -98.9795
   217        0.0043        0.2880        0.3782        0.1089      -98.9795      -98.9795
   218        0.0005        0.2880        0.3782        0.1089      -98.9795      -98.9795
   219        0.0001        0.2880        0.3782        0.1089      -98.9795      -98.9795
   220        0.0003        0.2880        0.3782        0.1089      -98.9795      -98.9795
   221        0.0001        0.2880        0.3782        0.1089      -98.9795      -98.9795
   222        0.0002        0.2880        0.3782        0.1089      -98.9795      -98.9795
   223        0.0052        0.2880        0.3842        0.1107      -94.7858      -98.9795
   224        0.0010        0.2880        0.3842        0.1107      -98.9795      -98.9795
   225        0.0005        0.2880        0.3842        0.1107      -98.9795      -98.9795
   226        0.0020        0.2880        0.3851        0.1109      -98.9795      -98.9795
   227        0.0003        0.2880        0.3851        0.1109      -98.9795      -98.9795
   228        0.0002        0.2880        0.3851        0.1109      -98.9795      -98.9795
   229        0.0001        0.2880        0.3851        0.1109      -98.9795      -98.9795
   230        0.0009        0.2880        0.3851        0.1109      -98.9795      -98.9795
   231        0.0015        0.2880        0.3854        0.1110      -98.9795      -98.9795
   232        0.0003        0.2880        0.3854        0.1110      -98.9795      -98.9795
   233        0.0009        0.2880        0.3854        0.1110      -98.9795      -98.9795
   234        0.0001        0.2880        0.3854        0.1110      -98.9795      -98.9795
   235        0.0001        0.2880        0.3854        0.1110      -98.9795      -98.9795
   236        0.0009        0.2880        0.3854        0.1110      -98.9795      -98.9795
   237        0.0007        0.2880        0.3854        0.1110      -98.9795      -98.9795
   238        0.0006        0.2880        0.3854        0.1110      -98.9795      -98.9795
   239        0.0069        0.2880        0.3943        0.1136      -28.9576      -39.9818
   240        0.0055        0.2880        0.4005        0.1153      -98.9795      -98.9795
   241        0.0041        0.2880        0.4041        0.1164      -98.9795      -98.9795
   242        0.0007        0.2880        0.4041        0.1164      -98.9795      -98.9795
   243        0.0008        0.2880        0.4041        0.1164      -98.9795      -98.9795
   244        0.0003        0.2880        0.4041        0.1164      -98.9795      -98.9795
   245        0.0004        0.2880        0.4041        0.1164      -98.9795      -98.9795
   246        0.0012        0.2880        0.4041        0.1164      -98.9795      -98.9795
   247        0.0001        0.2880        0.4041        0.1164      -98.9795      -98.9795
   248        0.0005        0.2880        0.4041        0.1164      -98.9795      -98.9795
   249        0.0001        0.2880        0.4041        0.1164      -98.9795      -98.9795
   250        0.0011        0.2880        0.4041        0.1164      -98.9795      -98.9795
   251        0.0006        0.2880        0.4041        0.1164      -98.9795      -98.9795
   252        0.0006        0.2880        0.4041        0.1164      -98.9795      -98.9795
   253        0.0021        0.2880        0.4050        0.1166      -98.9795      -98.9795
   254        0.0003        0.2880        0.4050        0.1166      -98.9795      -98.9795
   255        0.0004        0.2880        0.4050        0.1166      -98.9795      -98.9795
   256        0.0018        0.2880        0.4055        0.1168      -98.9795      -98.9795
   257        0.0011        0.2880        0.4055        0.1168      -98.9795      -98.9795
   258        0.0024        0.2880        0.4067        0.1171      -98.9795      -98.9795
   259        0.0011        0.2880        0.4067        0.1171      -98.9795      -98.9795
   260        0.0002        0.2880        0.4067        0.1171      -98.9795      -98.9795
   261        0.0002        0.2880        0.4067        0.1171      -98.9795      -98.9795
   262        0.0003        0.2880        0.4067        0.1171      -98.9795      -98.9795
   263        0.0007        0.2880        0.4067        0.1171      -98.9795      -98.9795
   264        0.0021        0.2880        0.4075        0.1174      -98.9795      -98.9795
   265        0.0005        0.2880        0.4075        0.1174      -98.9795      -98.9795
   266        0.0047        0.2880        0.4119        0.1186      -98.9795      -98.9795
   267        0.0024        0.2880        0.4130        0.1190      -98.9795      -98.9795
   268        0.0002        0.2880        0.4130        0.1190      -98.9795      -98.9795
   269        0.0081        0.2880        0.4232        0.1219      -31.1315      -45.4303
   270        0.0011        0.2880        0.4232        0.1219      -98.9795      -98.9795
   271        0.0001        0.2880        0.4232        0.1219      -98.9795      -98.9795
   272        0.0015        0.2880        0.4233        0.1219      -98.9795      -98.9795
   273        0.0019        0.2880        0.4238        0.1221      -98.9795      -98.9795
   274        0.0017        0.2880        0.4242        0.1222      -98.9795      -98.9795
   275        0.0007        0.2880        0.4242        0.1222      -98.9795      -98.9795
   276        0.0002        0.2880        0.4242        0.1222      -98.9795      -98.9795
   277        0.0005        0.2880        0.4242        0.1222      -98.9795      -98.9795
   278        0.0001        0.2880        0.4242        0.1222      -98.9795      -98.9795
   279        0.0034        0.2880        0.4264        0.1228      -98.9795      -98.9795
   280        0.0011        0.2880        0.4264        0.1228      -98.9795      -98.9795
   281        0.0006        0.2880        0.4264        0.1228      -98.9795      -98.9795
   282        0.0028        0.2880        0.4279        0.1232      -98.9795      -98.9795
   283        0.0007        0.2880        0.4279        0.1232      -98.9795      -98.9795
   284        0.0014        0.2880        0.4279        0.1232      -98.9795      -98.9795
   285        0.0002        0.2880        0.4279        0.1232      -98.9795      -98.9795
   286        0.0001        0.2880        0.4279        0.1232      -98.9795      -98.9795
   287        0.0009        0.2880        0.4279        0.1232      -98.9795      -98.9795
   288        0.0009        0.2880        0.4279        0.1232      -98.9795      -98.9795
   289        0.0010        0.2880        0.4279        0.1232      -98.9795      -98.9795
   290        0.0008        0.2880        0.4279        0.1232      -98.9795      -98.9795
   291        0.0003        0.2880        0.4279        0.1232      -98.9795      -98.9795
   292        0.0001        0.2880        0.4279        0.1232      -98.9795      -98.9795
   293        0.0017        0.2880        0.4283        0.1233      -98.9795      -98.9795
   294        0.0025        0.2880        0.4294        0.1237      -98.9795      -98.9795
   295        0.0004        0.2880        0.4294        0.1237      -98.9795      -98.9795
   296        0.0001        0.2880        0.4294        0.1237      -98.9795      -98.9795
   297        0.0001        0.2880        0.4294        0.1237      -98.9795      -98.9795
   298        0.0002        0.2880        0.4294        0.1237      -98.9795      -98.9795
   299        0.0015        0.2880        0.4295        0.1237      -98.9795      -98.9795
   300        0.0003        0.2880        0.4295        0.1237      -98.9795      -98.9795
   301        0.0005        0.2880        0.4295        0.1237      -98.9795      -98.9795
   302        0.0002        0.2880        0.4295        0.1237      -98.9795      -98.9795
   303        0.0001        0.2880        0.4295        0.1237      -98.9795      -98.9795
   304        0.0010        0.2880        0.4295        0.1237      -98.9795      -98.9795
   305        0.0014        0.2880        0.4296        0.1237      -98.9795      -98.9795
   306        0.0003        0.2880        0.4296        0.1237      -98.9795      -98.9795
   307        0.0001        0.2880        0.4296        0.1237      -98.9795      -98.9795
   308        0.0039        0.2880        0.4324        0.1245      -98.9795      -98.9795
   309        0.0002        0.2880        0.4324        0.1245      -98.9795      -98.9795
   310        0.0002        0.2880        0.4324        0.1245      -98.9795      -98.9795
   311        0.0003        0.2880        0.4324        0.1245      -98.9795      -98.9795
   312        0.0003        0.2880        0.4324        0.1245      -98.9795      -98.9795
   313        0.0001        0.2880        0.4324        0.1245      -98.9795      -98.9795
   314        0.0010        0.2880        0.4324        0.1245      -98.9795      -98.9795
   315        0.0028        0.2880        0.4338        0.1249      -98.9795      -98.9795
   316        0.0027        0.2880        0.4351        0.1253      -98.9795      -98.9795
   317        0.0010        0.2880        0.4351        0.1253      -98.9795      -98.9795
   318        0.0033        0.2880        0.4370        0.1259      -98.9795      -98.9795
   319        0.0016        0.2880        0.4372        0.1259      -98.9795      -98.9795
   320        0.0033        0.2880        0.4392        0.1265      -98.9795      -98.9795
   321        0.0013        0.2880        0.4392        0.1265      -98.9795      -98.9795
   322        0.0006        0.2880        0.4392        0.1265      -98.9795      -98.9795
   323        0.0005        0.2880        0.4392        0.1265      -98.9795      -98.9795
   324        0.0018        0.2880        0.4395        0.1266      -98.9795      -98.9795
   325        0.0018        0.2880        0.4399        0.1267      -98.9795      -98.9795
   326        0.0004        0.2880        0.4399        0.1267      -98.9795      -98.9795
   327        0.0032        0.2880        0.4417        0.1272      -98.9795      -98.9795
   328        0.0017        0.2880        0.4419        0.1273      -98.9795      -98.9795
   329        0.0003        0.2880        0.4419        0.1273      -98.9795      -98.9795
   330        0.0006        0.2880        0.4419        0.1273      -98.9795      -98.9795
   331        0.0001        0.2880        0.4419        0.1273      -98.9795      -98.9795
   332        0.0001        0.2880        0.4419        0.1273      -98.9795      -98.9795
   333        0.0004        0.2880        0.4419        0.1273      -98.9795      -98.9795
   334        0.0006        0.2880        0.4419        0.1273      -98.9795      -98.9795
   335        0.0011        0.2880        0.4419        0.1273      -98.9795      -98.9795
   336        0.0035        0.2880        0.4441        0.1279      -98.9795      -98.9795
   337        0.0008        0.2880        0.4441        0.1279      -98.9795      -98.9795
   338        0.0007        0.2880        0.4441        0.1279      -98.9795      -98.9795
   339        0.0001        0.2880        0.4441        0.1279      -98.9795      -98.9795
   340        0.0021        0.2880        0.4447        0.1281      -98.9795      -98.9795
   341        0.0037        0.2880        0.4470        0.1287      -98.9795      -98.9795
   342        0.0010        0.2880        0.4470        0.1287      -98.9795      -98.9795
   343        0.0004        0.2880        0.4470        0.1287      -98.9795      -98.9795
   344        0.0002        0.2880        0.4470        0.1287      -98.9795      -98.9795
   345        0.0001        0.2880        0.4470        0.1287      -98.9795      -98.9795
   346        0.0001        0.2880        0.4470        0.1287      -98.9795      -98.9795
   347        0.0003        0.2880        0.4470        0.1287      -98.9795      -98.9795
   348        0.0003        0.2880        0.4470        0.1287      -98.9795      -98.9795
   349        0.0001        0.2880        0.4470        0.1287      -98.9795      -98.9795
   350        0.0028        0.2880        0.4483        0.1291      -98.9795      -98.9795
   351        0.0002        0.2880        0.4483        0.1291      -98.9795      -98.9795
   352        0.0004        0.2880        0.4483        0.1291      -98.9795      -98.9795
   353        0.0011        0.2880        0.4483        0.1291      -98.9795      -98.9795
   354        0.0002        0.2880        0.4483        0.1291      -98.9795      -98.9795
   355        0.0004        0.2880        0.4483        0.1291      -98.9795      -98.9795
   356        0.0006        0.2880        0.4483        0.1291      -98.9795      -98.9795
   357        0.0028        0.2880        0.4495        0.1295      -98.9795      -98.9795
   358        0.0005        0.2880        0.4495        0.1295      -98.9795      -98.9795
   359        0.0005        0.2880        0.4495        0.1295      -98.9795      -98.9795
   360        0.0004        0.2880        0.4495        0.1295      -98.9795      -98.9795
   361        0.0027        0.2880        0.4507        0.1298      -98.9795      -98.9795
   362        0.0001        0.2880        0.4507        0.1298      -98.9795      -98.9795
   363        0.0003        0.2880        0.4507        0.1298      -98.9795      -98.9795
   364        0.0022        0.2880        0.4513        0.1300      -98.9795      -98.9795
   365        0.0002        0.2880        0.4513        0.1300      -98.9795      -98.9795
   366        0.0011        0.2880        0.4513        0.1300      -98.9795      -98.9795
   367        0.0001        0.2880        0.4513        0.1300      -98.9795      -98.9795
   368        0.0014        0.2880        0.4513        0.1300      -98.9795      -98.9795
   369        0.0011        0.2880        0.4513        0.1300      -98.9795      -98.9795
   370        0.0006        0.2880        0.4513        0.1300      -98.9795      -98.9795
   371        0.0038        0.2880        0.4537        0.1307      -98.9795      -98.9795
   372        0.0014        0.2880        0.4537        0.1307      -98.9795      -98.9795
   373        0.0004        0.2880        0.4537        0.1307      -98.9795      -98.9795
   374        0.0052        0.2880        0.4580        0.1319      -98.9795      -98.9795
   375        0.0013        0.2880        0.4580        0.1319      -98.9795      -98.9795
   376        0.0018        0.2880        0.4582        0.1320      -98.9795      -98.9795
   377        0.0012        0.2880        0.4582        0.1320      -98.9795      -98.9795
   378        0.0017        0.2880        0.4584        0.1320      -98.9795      -98.9795
   379        0.0011        0.2880        0.4584        0.1320      -98.9795      -98.9795
   380        0.0001        0.2880        0.4584        0.1320      -98.9795      -98.9795
   381        0.0003        0.2880        0.4584        0.1320      -98.9795      -98.9795
