 ******************************************
        Entropy-based Gully erosion        
              model - V 0.2                
                                           
        TUB - Institut fur Okologie        
          UFC - PPGEA - Hidrosed           
                                           
            Pedro Alencar, 2020            
                                           
 ******************************************
  
The number of Manning of the channel is....        0.0400
The declivity of the hillslope is..........        0.0470
The critical shear stress is...............        3.5000
The rill erodibility coefficient is........        0.0080
The soil Bulk density is...................     1700.0000
The porosity of the soil is................        0.3410
The depth of the nonerodible layer is......        0.5820
The soil cohesion is.......................      600.0000
The internal friction angle is.............       24.0000
The threshold for wall erosion is..........        0.0000
The number of rainfall events is...........           956
  
  event   discharge(m3)    depth (m)    width (m)     area (m2)    lambda_wall    lambda_bed
   113        0.0101        0.5820        0.5484        0.3191      -98.9795      -98.9795
   114        0.0339        0.5820        0.5682        0.3307       -9.7647       -8.5479
   115        0.0020        0.5820        0.5682        0.3307      -98.9795      -98.9795
   116        0.0126        0.5820        0.5729        0.3335      -98.9795      -98.9795
   117        0.0032        0.5820        0.5731        0.3336      -98.9795      -98.9795
   118        0.0141        0.5820        0.5786        0.3367      -57.0030      -98.9795
   119        0.0003        0.5820        0.5786        0.3367      -98.9795      -98.9795
   120        0.0001        0.5820        0.5786        0.3367      -98.9795      -98.9795
   121        0.0027        0.5820        0.5786        0.3368      -98.9795      -98.9795
   122        0.0082        0.5820        0.5808        0.3380      -98.9795      -98.9795
   123        0.0003        0.5820        0.5808        0.3380      -98.9795      -98.9795
   124        0.0008        0.5820        0.5808        0.3380      -98.9795      -98.9795
   125        0.0104        0.5820        0.5841        0.3399      -98.9795      -98.9795
   126        0.0051        0.5820        0.5848        0.3404      -98.9795      -98.9795
   127        0.0070        0.5820        0.5864        0.3413      -98.9795      -98.9795
   128        0.0029        0.5820        0.5865        0.3413      -98.9795      -98.9795
   129        0.0035        0.5820        0.5867        0.3415      -98.9795      -98.9795
   130        0.0054        0.5820        0.5876        0.3420      -98.9795      -98.9795
   131        0.0050        0.5820        0.5883        0.3424      -98.9795      -98.9795
   132        0.0070        0.5820        0.5898        0.3433      -98.9795      -98.9795
   133        0.0086        0.5820        0.5921        0.3446      -98.9795      -98.9795
   134        0.0032        0.5820        0.5922        0.3447      -98.9795      -98.9795
   135        0.0116        0.5820        0.5960        0.3469      -98.9795      -98.9795
   136        0.0024        0.5820        0.5960        0.3469      -98.9795      -98.9795
   137        0.0008        0.5820        0.5960        0.3469      -98.9795      -98.9795
   138        0.0070        0.5820        0.5975        0.3477      -98.9795      -98.9795
   139        0.0044        0.5820        0.5980        0.3480      -98.9795      -98.9795
   140        0.0104        0.5820        0.6011        0.3498      -98.9795      -98.9795
   141        0.0013        0.5820        0.6011        0.3498      -98.9795      -98.9795
   142        0.0029        0.5820        0.6011        0.3498      -98.9795      -98.9795
   143        0.0037        0.5820        0.6014        0.3500      -98.9795      -98.9795
   144        0.0001        0.5820        0.6014        0.3500      -98.9795      -98.9795
   145        0.0024        0.5820        0.6014        0.3500      -98.9795      -98.9795
   146        0.0186        0.5820        0.6089        0.3544      -30.4807      -43.7372
   147        0.0337        0.5820        0.6254        0.3640      -12.0393      -11.3228
   148        0.0015        0.5820        0.6254        0.3640      -98.9795      -98.9795
   149        0.0014        0.5820        0.6254        0.3640      -98.9795      -98.9795
   150        0.0010        0.5820        0.6254        0.3640      -98.9795      -98.9795
   151        0.0014        0.5820        0.6254        0.3640      -98.9795      -98.9795
   152        0.0006        0.5820        0.6254        0.3640      -98.9795      -98.9795
   153        0.0004        0.5820        0.6254        0.3640      -98.9795      -98.9795
   154        0.0024        0.5820        0.6254        0.3640      -98.9795      -98.9795
   155        0.0002        0.5820        0.6254        0.3640      -98.9795      -98.9795
   156        0.0002        0.5820        0.6254        0.3640      -98.9795      -98.9795
   157        0.0082        0.5820        0.6272        0.3650      -98.9795      -98.9795
   158        0.0178        0.5820        0.6339        0.3689      -59.6362      -98.9795
   159        0.0029        0.5820        0.6339        0.3689      -98.9795      -98.9795
   160        0.0350        0.5820        0.6503        0.3785      -12.8828      -12.3763
   161        0.0316        0.5820        0.6643        0.3866      -15.8175      -16.2461
   162        0.0209        0.5820        0.6721        0.3911      -57.0457      -98.9795
   163        0.0022        0.5820        0.6721        0.3911      -98.9795      -98.9795
   164        0.0061        0.5820        0.6728        0.3916      -98.9795      -98.9795
   165        0.0018        0.5820        0.6728        0.3916      -98.9795      -98.9795
   166        0.0229        0.5820        0.6815        0.3966      -42.5582      -88.1068
   167        0.0064        0.5820        0.6823        0.3971      -98.9795      -98.9795
   168        0.0104        0.5820        0.6846        0.3985      -98.9795      -98.9795
   169        0.0064        0.5820        0.6855        0.3989      -98.9795      -98.9795
   170        0.0005        0.5820        0.6855        0.3989      -98.9795      -98.9795
   171        0.0001        0.5820        0.6855        0.3989      -98.9795      -98.9795
   172        0.0134        0.5820        0.6891        0.4011      -98.9795      -98.9795
   173        0.0001        0.5820        0.6891        0.4011      -98.9795      -98.9795
   174        0.0126        0.5820        0.6923        0.4029      -98.9795      -98.9795
   175        0.0141        0.5820        0.6962        0.4052      -98.9795      -98.9795
   176        0.0045        0.5820        0.6964        0.4053      -98.9795      -98.9795
   177        0.0252        0.5820        0.7059        0.4108      -41.8720      -84.5747
   178        0.0011        0.5820        0.7059        0.4108      -98.9795      -98.9795
   179        0.0005        0.5820        0.7059        0.4108      -98.9795      -98.9795
   180        0.0042        0.5820        0.7060        0.4109      -98.9795      -98.9795
   181        0.0019        0.5820        0.7060        0.4109      -98.9795      -98.9795
   182        0.0011        0.5820        0.7060        0.4109      -98.9795      -98.9795
   183        0.0004        0.5820        0.7060        0.4109      -98.9795      -98.9795
   184        0.0017        0.5820        0.7060        0.4109      -98.9795      -98.9795
   185        0.0024        0.5820        0.7060        0.4109      -98.9795      -98.9795
   186        0.0030        0.5820        0.7060        0.4109      -98.9795      -98.9795
   187        0.0015        0.5820        0.7060        0.4109      -98.9795      -98.9795
   188        0.0022        0.5820        0.7060        0.4109      -98.9795      -98.9795
   189        0.0020        0.5820        0.7060        0.4109      -98.9795      -98.9795
   190        0.0126        0.5820        0.7091        0.4127      -98.9795      -98.9795
   191        0.0034        0.5820        0.7091        0.4127      -98.9795      -98.9795
   192        0.0008        0.5820        0.7091        0.4127      -98.9795      -98.9795
   193        0.0006        0.5820        0.7091        0.4127      -98.9795      -98.9795
   194        0.0008        0.5820        0.7091        0.4127      -98.9795      -98.9795
   195        0.0315        0.5820        0.7215        0.4199      -24.1197      -29.6922
   196        0.0014        0.5820        0.7215        0.4199      -98.9795      -98.9795
   197        0.0002        0.5820        0.7215        0.4199      -98.9795      -98.9795
   198        0.0038        0.5820        0.7216        0.4200      -98.9795      -98.9795
   199        0.0015        0.5820        0.7216        0.4200      -98.9795      -98.9795
   200        0.0389        0.5820        0.7376        0.4293      -17.5467      -18.7081
   201        0.0077        0.5820        0.7387        0.4299      -98.9795      -98.9795
   202        0.0096        0.5820        0.7403        0.4309      -98.9795      -98.9795
   203        0.0037        0.5820        0.7403        0.4309      -98.9795      -98.9795
   204        0.0028        0.5820        0.7403        0.4309      -98.9795      -98.9795
   205        0.0029        0.5820        0.7403        0.4309      -98.9795      -98.9795
   206        0.0010        0.5820        0.7403        0.4309      -98.9795      -98.9795
   207        0.0047        0.5820        0.7405        0.4310      -98.9795      -98.9795
   208        0.0001        0.5820        0.7405        0.4310      -98.9795      -98.9795
   209        0.0244        0.5820        0.7488        0.4358      -98.9795      -98.9795
   210        0.0142        0.5820        0.7521        0.4377      -98.9795      -98.9795
   211        0.0012        0.5820        0.7521        0.4377      -98.9795      -98.9795
   212        0.0017        0.5820        0.7521        0.4377      -98.9795      -98.9795
   213        0.0036        0.5820        0.7521        0.4377      -98.9795      -98.9795
   214        0.0029        0.5820        0.7521        0.4377      -98.9795      -98.9795
   215        0.0185        0.5820        0.7572        0.4407      -98.9795      -98.9795
   216        0.0001        0.5820        0.7572        0.4407      -98.9795      -98.9795
   217        0.0120        0.5820        0.7596        0.4421      -98.9795      -98.9795
   218        0.0025        0.5820        0.7596        0.4421      -98.9795      -98.9795
   219        0.0003        0.5820        0.7596        0.4421      -98.9795      -98.9795
   220        0.0001        0.5820        0.7596        0.4421      -98.9795      -98.9795
   221        0.0130        0.5820        0.7624        0.4437      -98.9795      -98.9795
   222        0.0041        0.5820        0.7625        0.4438      -98.9795      -98.9795
   223        0.0013        0.5820        0.7625        0.4438      -98.9795      -98.9795
   224        0.0004        0.5820        0.7625        0.4438      -98.9795      -98.9795
   225        0.0003        0.5820        0.7625        0.4438      -98.9795      -98.9795
   226        0.0045        0.5820        0.7626        0.4438      -98.9795      -98.9795
   227        0.0041        0.5820        0.7626        0.4439      -98.9795      -98.9795
   228        0.0035        0.5820        0.7626        0.4439      -98.9795      -98.9795
   229        0.0048        0.5820        0.7628        0.4440      -98.9795      -98.9795
   230        0.0031        0.5820        0.7628        0.4440      -98.9795      -98.9795
   231        0.0004        0.5820        0.7628        0.4440      -98.9795      -98.9795
   232        0.0238        0.5820        0.7703        0.4483      -98.9795      -98.9795
   233        0.0029        0.5820        0.7703        0.4483      -98.9795      -98.9795
   234        0.0011        0.5820        0.7703        0.4483      -98.9795      -98.9795
   235        0.0078        0.5820        0.7713        0.4489      -98.9795      -98.9795
   236        0.0033        0.5820        0.7713        0.4489      -98.9795      -98.9795
   237        0.0270        0.5820        0.7802        0.4541      -98.9795      -98.9795
   238        0.0034        0.5820        0.7802        0.4541      -98.9795      -98.9795
   239        0.0004        0.5820        0.7802        0.4541      -98.9795      -98.9795
   240        0.0016        0.5820        0.7802        0.4541      -98.9795      -98.9795
   241        0.0006        0.5820        0.7802        0.4541      -98.9795      -98.9795
   242        0.0012        0.5820        0.7802        0.4541      -98.9795      -98.9795
   243        0.0002        0.5820        0.7802        0.4541      -98.9795      -98.9795
   244        0.0325        0.5820        0.7916        0.4607      -53.0332      -98.9795
   245        0.0063        0.5820        0.7921        0.4610      -98.9795      -98.9795
   246        0.0032        0.5820        0.7921        0.4610      -98.9795      -98.9795
   247        0.0127        0.5820        0.7945        0.4624      -98.9795      -98.9795
   248        0.0016        0.5820        0.7945        0.4624      -98.9795      -98.9795
   249        0.0012        0.5820        0.7945        0.4624      -98.9795      -98.9795
   250        0.0008        0.5820        0.7945        0.4624      -98.9795      -98.9795
   251        0.0056        0.5820        0.7948        0.4626      -98.9795      -98.9795
   252        0.0092        0.5820        0.7960        0.4633      -98.9795      -98.9795
   253        0.0018        0.5820        0.7960        0.4633      -98.9795      -98.9795
   254        0.0057        0.5820        0.7963        0.4635      -98.9795      -98.9795
   255        0.0006        0.5820        0.7963        0.4635      -98.9795      -98.9795
   256        0.0008        0.5820        0.7963        0.4635      -98.9795      -98.9795
   257        0.0058        0.5820        0.7967        0.4637      -98.9795      -98.9795
   258        0.0002        0.5820        0.7967        0.4637      -98.9795      -98.9795
   259        0.0046        0.5820        0.7968        0.4637      -98.9795      -98.9795
   260        0.0039        0.5820        0.7968        0.4637      -98.9795      -98.9795
   261        0.0431        0.5820        0.8130        0.4732      -23.9770      -29.4213
   262        0.0347        0.5820        0.8248        0.4800      -70.4587      -98.9795
   263        0.0259        0.5820        0.8322        0.4844      -98.9795      -98.9795
   264        0.0043        0.5820        0.8322        0.4844      -98.9795      -98.9795
   265        0.0049        0.5820        0.8323        0.4844      -98.9795      -98.9795
   266        0.0001        0.5820        0.8323        0.4844      -98.9795      -98.9795
   267        0.0020        0.5820        0.8323        0.4844      -98.9795      -98.9795
   268        0.0025        0.5820        0.8323        0.4844      -98.9795      -98.9795
   269        0.0078        0.5820        0.8331        0.4848      -98.9795      -98.9795
   270        0.0007        0.5820        0.8331        0.4848      -98.9795      -98.9795
   271        0.0029        0.5820        0.8331        0.4848      -98.9795      -98.9795
   272        0.0004        0.5820        0.8331        0.4848      -98.9795      -98.9795
   273        0.0067        0.5820        0.8335        0.4851      -98.9795      -98.9795
   274        0.0038        0.5820        0.8335        0.4851      -98.9795      -98.9795
   275        0.0037        0.5820        0.8335        0.4851      -98.9795      -98.9795
   276        0.0129        0.5820        0.8357        0.4864      -98.9795      -98.9795
   277        0.0016        0.5820        0.8357        0.4864      -98.9795      -98.9795
   278        0.0026        0.5820        0.8357        0.4864      -98.9795      -98.9795
   279        0.0114        0.5820        0.8374        0.4874      -98.9795      -98.9795
   280        0.0071        0.5820        0.8380        0.4877      -98.9795      -98.9795
   281        0.0151        0.5820        0.8409        0.4894      -98.9795      -98.9795
   282        0.0067        0.5820        0.8413        0.4896      -98.9795      -98.9795
   283        0.0014        0.5820        0.8413        0.4896      -98.9795      -98.9795
   284        0.0009        0.5820        0.8413        0.4896      -98.9795      -98.9795
   285        0.0017        0.5820        0.8413        0.4896      -98.9795      -98.9795
   286        0.0042        0.5820        0.8413        0.4896      -98.9795      -98.9795
   287        0.0129        0.5820        0.8435        0.4909      -98.9795      -98.9795
   288        0.0033        0.5820        0.8435        0.4909      -98.9795      -98.9795
   289        0.0296        0.5820        0.8522        0.4960      -98.9795      -98.9795
   290        0.0152        0.5820        0.8551        0.4977      -98.9795      -98.9795
   291        0.0002        0.5820        0.8551        0.4977      -98.9795      -98.9795
   292        0.0010        0.5820        0.8551        0.4977      -98.9795      -98.9795
   293        0.0001        0.5820        0.8551        0.4977      -98.9795      -98.9795
   294        0.0001        0.5820        0.8551        0.4977      -98.9795      -98.9795
   295        0.0510        0.5820        0.8735        0.5084      -25.1539      -31.7074
   296        0.0067        0.5820        0.8739        0.5086      -98.9795      -98.9795
   297        0.0004        0.5820        0.8739        0.5086      -98.9795      -98.9795
   298        0.0095        0.5820        0.8749        0.5092      -98.9795      -98.9795
   299        0.0119        0.5820        0.8766        0.5102      -98.9795      -98.9795
   300        0.0001        0.5820        0.8766        0.5102      -98.9795      -98.9795
   301        0.0002        0.5820        0.8766        0.5102      -98.9795      -98.9795
   302        0.0104        0.5820        0.8778        0.5109      -98.9795      -98.9795
   303        0.0042        0.5820        0.8778        0.5109      -98.9795      -98.9795
   304        0.0012        0.5820        0.8778        0.5109      -98.9795      -98.9795
   305        0.0032        0.5820        0.8778        0.5109      -98.9795      -98.9795
   306        0.0002        0.5820        0.8778        0.5109      -98.9795      -98.9795
   307        0.0005        0.5820        0.8778        0.5109      -98.9795      -98.9795
   308        0.0212        0.5820        0.8826        0.5137      -98.9795      -98.9795
   309        0.0069        0.5820        0.8830        0.5139      -98.9795      -98.9795
   310        0.0036        0.5820        0.8830        0.5139      -98.9795      -98.9795
   311        0.0177        0.5820        0.8864        0.5159      -98.9795      -98.9795
   312        0.0043        0.5820        0.8864        0.5159      -98.9795      -98.9795
   313        0.0090        0.5820        0.8873        0.5164      -98.9795      -98.9795
   314        0.0012        0.5820        0.8873        0.5164      -98.9795      -98.9795
   315        0.0006        0.5820        0.8873        0.5164      -98.9795      -98.9795
   316        0.0058        0.5820        0.8875        0.5165      -98.9795      -98.9795
   317        0.0054        0.5820        0.8876        0.5166      -98.9795      -98.9795
   318        0.0063        0.5820        0.8878        0.5167      -98.9795      -98.9795
   319        0.0050        0.5820        0.8879        0.5167      -98.9795      -98.9795
   320        0.0019        0.5820        0.8879        0.5167      -98.9795      -98.9795
   321        0.0007        0.5820        0.8879        0.5167      -98.9795      -98.9795
   322        0.0104        0.5820        0.8891        0.5174      -98.9795      -98.9795
   323        0.0158        0.5820        0.8918        0.5190      -98.9795      -98.9795
   324        0.0023        0.5820        0.8918        0.5190      -98.9795      -98.9795
   325        0.0006        0.5820        0.8918        0.5190      -98.9795      -98.9795
   326        0.0003        0.5820        0.8918        0.5190      -98.9795      -98.9795
   327        0.0012        0.5820        0.8918        0.5190      -98.9795      -98.9795
   328        0.0096        0.5820        0.8928        0.5196      -98.9795      -98.9795
   329        0.0016        0.5820        0.8928        0.5196      -98.9795      -98.9795
   330        0.0032        0.5820        0.8928        0.5196      -98.9795      -98.9795
   331        0.0014        0.5820        0.8928        0.5196      -98.9795      -98.9795
   332        0.0009        0.5820        0.8928        0.5196      -98.9795      -98.9795
   333        0.0060        0.5820        0.8930        0.5197      -98.9795      -98.9795
   334        0.0088        0.5820        0.8938        0.5202      -98.9795      -98.9795
   335        0.0017        0.5820        0.8938        0.5202      -98.9795      -98.9795
   336        0.0007        0.5820        0.8938        0.5202      -98.9795      -98.9795
   337        0.0244        0.5820        0.8996        0.5236      -98.9795      -98.9795
   338        0.0013        0.5820        0.8996        0.5236      -98.9795      -98.9795
   339        0.0013        0.5820        0.8996        0.5236      -98.9795      -98.9795
   340        0.0021        0.5820        0.8996        0.5236      -98.9795      -98.9795
   341        0.0021        0.5820        0.8996        0.5236      -98.9795      -98.9795
   342        0.0004        0.5820        0.8996        0.5236      -98.9795      -98.9795
   343        0.0066        0.5820        0.8999        0.5237      -98.9795      -98.9795
   344        0.0178        0.5820        0.9032        0.5257      -98.9795      -98.9795
   345        0.0168        0.5820        0.9062        0.5274      -98.9795      -98.9795
   346        0.0001        0.5820        0.9062        0.5274      -98.9795      -98.9795
   347        0.0064        0.5820        0.9065        0.5276      -98.9795      -98.9795
   348        0.0210        0.5820        0.9109        0.5301      -98.9795      -98.9795
   349        0.0102        0.5820        0.9119        0.5308      -98.9795      -98.9795
   350        0.0207        0.5820        0.9162        0.5332      -98.9795      -98.9795
   351        0.0078        0.5820        0.9167        0.5335      -98.9795      -98.9795
   352        0.0040        0.5820        0.9167        0.5335      -98.9795      -98.9795
   353        0.0033        0.5820        0.9167        0.5335      -98.9795      -98.9795
   354        0.0112        0.5820        0.9180        0.5343      -98.9795      -98.9795
   355        0.0116        0.5820        0.9193        0.5351      -98.9795      -98.9795
   356        0.0024        0.5820        0.9193        0.5351      -98.9795      -98.9795
   357        0.0198        0.5820        0.9232        0.5373      -98.9795      -98.9795
   358        0.0108        0.5820        0.9244        0.5380      -98.9795      -98.9795
   359        0.0018        0.5820        0.9244        0.5380      -98.9795      -98.9795
   360        0.0035        0.5820        0.9244        0.5380      -98.9795      -98.9795
   361        0.0004        0.5820        0.9244        0.5380      -98.9795      -98.9795
   362        0.0008        0.5820        0.9244        0.5380      -98.9795      -98.9795
   363        0.0026        0.5820        0.9244        0.5380      -98.9795      -98.9795
   364        0.0037        0.5820        0.9244        0.5380      -98.9795      -98.9795
   365        0.0070        0.5820        0.9247        0.5382      -98.9795      -98.9795
   366        0.0220        0.5820        0.9293        0.5408      -98.9795      -98.9795
   367        0.0048        0.5820        0.9293        0.5408      -98.9795      -98.9795
   368        0.0045        0.5820        0.9293        0.5408      -98.9795      -98.9795
   369        0.0001        0.5820        0.9293        0.5408      -98.9795      -98.9795
   370        0.0003        0.5820        0.9293        0.5408      -98.9795      -98.9795
   371        0.0134        0.5820        0.9311        0.5419      -98.9795      -98.9795
   372        0.0234        0.5820        0.9361        0.5448      -98.9795      -98.9795
   373        0.0064        0.5820        0.9363        0.5449      -98.9795      -98.9795
   374        0.0027        0.5820        0.9363        0.5449      -98.9795      -98.9795
   375        0.0011        0.5820        0.9363        0.5449      -98.9795      -98.9795
   376        0.0007        0.5820        0.9363        0.5449      -98.9795      -98.9795
   377        0.0007        0.5820        0.9363        0.5449      -98.9795      -98.9795
   378        0.0019        0.5820        0.9363        0.5449      -98.9795      -98.9795
   379        0.0018        0.5820        0.9363        0.5449      -98.9795      -98.9795
   380        0.0004        0.5820        0.9363        0.5449      -98.9795      -98.9795
   381        0.0177        0.5820        0.9393        0.5467      -98.9795      -98.9795
