0.001	30
0.0097	30
0.0122	30
0.0018	30
0.0097	30
0.0011	30
0.0002	30
0.0001	30
0.0011	30
0.0076	30
0.0018	30
0.0153	30
0.0002	30
0.0005	30
0.0031	30
0.0161	30
0.0047	30
0.0032	30
0.0151	30
0.008	30
0.0037	30
0.0151	30
0.0027	30
0.0013	30
0.0065	30
0.0022	30
0.0156	30
0.0197	30
0.0135	30
0.0007	30
0.0028	30
0.001	30
0.0013	30
0.0005	30
0.0018	30
0.0135	30
0.0097	30
0.0069	30
0.0031	30
0.0042	30
0.0009	30
0.0137	30
0.0102	30
0.0145	30
0.0042	30
0.0018	30
0.0242	30
0.0018	30
0.0018	30
0.0069	30
0.0124	30
0.0001	30
0.0027	30
0.0018	30
0.0022	30
0.008	30
0.0032	30
0.0053	30
0.0102	30
0.0009	30
0.0015	30
0.0038	30
0.0002	30
0.0012	30
0.0018	30
0.0022	30
0.0053	30
0.0026	30
0.0071	30
0.0006	30
0.0001	30
0.0002	30
0.0122	30
0.0026	30
0.0009	30
0.0011	30
0.0015	30
0.0097	30
0.0022	30
0.0019	30
0.008	30
0.0086	30
0.0086	30
0.0104	30
0.0135	30
0.0009	30
0.0044	30
0.0064	30
0.0069	30
0.0028	30
0.0011	30
0.0021	30
0.001	30
0.0247	30
0.0007	30
0.0001	30
0.0018	30
0.001	30
0.0008	30
0.0056	30
0.0058	30
0.0012	30
0.0231	30
0.0086	30
0.0051	30
0.0029	30
0.0028	30
0.0001	30
0.0018	30
0.0069	30
0.0013	30
0.0289	30
0.01	30
0.0336	30
0.002	30
0.0125	30
0.0032	30
0.014	30
0.0003	30
0.0001	30
0.0027	30
0.0082	30
0.0003	30
0.0008	30
0.0104	30
0.0051	30
0.0069	30
0.0029	30
0.0035	30
0.0053	30
0.0049	30
0.0069	30
0.0086	30
0.0032	30
0.0115	30
0.0024	30
0.0008	30
0.0069	30
0.0044	30
0.0104	30
0.0012	30
0.0029	30
0.0037	30
0.0001	30
0.0024	30
0.0185	30
0.0335	30
0.0015	30
0.0014	30
